#def REPORTPATH=$/QAD Addons/BI Report/xxpcwoip
#def :end
"年份";"期间";"地点代码";"地点说明";"父件代码";"父件说明";"子件代码";"子件说明";"领料数量"
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00S";"C6CR-45620 INTIER机种-MC-SNG";"4.10.06.25.01.00S";"C6CR-45608 INTIER-MC-1裁片编码S";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00S";"C6CR-45620 INTIER机种-MC-SNG";"4.10.06.25.02.00S";"C6CR-45610 INTIER-MC-2裁片编码S";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00S";"C6CR-45620 INTIER机种-MC-SNG";"7.INT-MCR-SNG";"INTIER-SNG-MCR-S91 ";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00S";"C6CR-45620 INTIER机种-MC-SNG";"8.10.15.13";"C5CS-89084 INTIER-13号树脂钩扣";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00S";"C6CR-45620 INTIER机种-MC-SNG";"8.10.15.14";"C6CS-89110 INTIER-14号树脂钩扣";-24
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00S";"C6CR-45620 INTIER机种-MC-SNG";"8.10.16.04";"C5CS-89202 INTIER-4号不织布条";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00S";"C6CR-45620 INTIER机种-MC-SNG";"8.10.16.11";"C5CS-89250 INTIER-11号不织布条";-12
2009;7;"2000";"宁波提爱思(保税区）";"2.10.06.26.00S";"C6CR-45620 INTIER机种-MC-SNG";"8.10.17.08";"C5CS-89240 INTIER-8号PP板";-6
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"3.12.01.02.00";"2WA-327色皮裁片FB-L组合 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"4.12.01.02.03.00";"81521SWA70000NC-0003 2WA-327色FB-L-3皮裁片";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"4.12.01.02.04.00";"81521SWA70000ND-0003 2WA-327色FB-L-4皮裁片";-2
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"4.12.01.02.07.00";"81521SWA70000PC-0001 2WA-327色FB-L-7皮裁片";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"4.12.01.02.08.00";"81521SWA70000PD-0001 2WA-327色FB-L-8皮裁片";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"7.H5-FBL.327";"S91组合-H5-FBL.327 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"8.12.15.01";"T104000-0000-0020-01 2WA-1号树脂钩扣";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"8.12.15.03";"T104000-0000-0040-01 2WA-3号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"8.12.15.06";"T104000-0000-0110-01 2WA-6号树脂钩扣";-1966
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"8.12.15.07";"81121-SNA6-A010-21-0000 2WA-7号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"8.12.15.08";"81121-SWA7-A510-22-0000 2WA-8号树脂钩扣";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"8.12.16.04";"81121-SWA7-A010-31-0000 2WA-4号不织布条";-1966
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"8.12.16.05";"81121-SWA7-A010-32-0000 2WA-5号不织布条";-1966
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"8.12.16.06";"81121-SWA7-A010-33-0000 2WA-6号不织布条";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"8.12.17.03";"81121-SWA7-A010-24-0002 2WA-3号树脂板";-1967
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"8.12.17.04";"81121-SWA7-9010-25-0000 2WA-4号树脂板";-3931
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.02.00";"2WA-327色FB-L部位 ";"8.12.27.01";"81121-SNA6-A010-40-0000 2WA-1号魔术贴";-5895
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"3.12.01.03.00";"2WA-327色皮裁片FB-R组合 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"4.12.01.03.01.00";"81121SWA70000NA-0001 2WA-327色FB-R-1皮裁片";-4
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"4.12.01.03.03.00";"81121SWA70000NC-0003 2WA-327色FB-R-3皮裁片";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"4.12.01.03.07.00";"81121SWA70000PC-0001 2WA-327色FB-R-7皮裁片";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"7.H5-FBR.327";"S91组合-H5-FBR.327 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"8.12.15.01";"T104000-0000-0020-01 2WA-1号树脂钩扣";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"8.12.15.03";"T104000-0000-0040-01 2WA-3号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"8.12.15.06";"T104000-0000-0110-01 2WA-6号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"8.12.15.07";"81121-SNA6-A010-21-0000 2WA-7号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"8.12.15.08";"81121-SWA7-A510-22-0000 2WA-8号树脂钩扣";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"8.12.16.04";"81121-SWA7-A010-31-0000 2WA-4号不织布条";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"8.12.16.05";"81121-SWA7-A010-32-0000 2WA-5号不织布条";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"8.12.16.06";"81121-SWA7-A010-33-0000 2WA-6号不织布条";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"8.12.17.03";"81121-SWA7-A010-24-0002 2WA-3号树脂板";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.03.00";"2WA-327色FB-R部位 ";"8.12.27.01";"81121-SNA6-A010-40-0000 2WA-1号魔术贴";-5895
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"3.12.01.05.00";"2WA-327色皮裁片FC-L组合 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"7.H5-FCL.327";"S91组合-H5-FCL.327 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.15.01";"T104000-0000-0020-01 2WA-1号树脂钩扣";-3981
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.15.02";"4101308-SDA3-A001 2WA-2号树脂钩扣";-1967
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.15.03";"T104000-0000-0040-01 2WA-3号树脂钩扣";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.15.04";"81531-STK7-A010-22-0000 2WA-4号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.15.05";"T104000-0000-0280-01 2WA-5号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.16.01";"81131-SWA7-A010-31-0000 2WA-1号不织布条";-1967
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.16.02";"81131-SWA7-A010-32-0000 2WA-2号不织布条";-1968
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.16.03";"81131-SWA7-A010-33-0000 2WA-3号不织布条";-3933
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.17.01";"T111000-0000-0150-00 2WA-1号树脂板";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.17.02";"T111000-0000-0060-00 2WA-2号树脂板";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.27.01";"81121-SNA6-A010-40-0000 2WA-1号魔术贴";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.05.00";"2WA-327色FC-L部位 ";"8.12.34.01";"TAPE 2WA-胶带";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"3.12.01.06.00";"2WA-327色皮裁片FC-R组合 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"4.12.01.06.01.00";"81131SWA70000LB-0001 2WA-327色FC-R-1皮裁片";-2
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"4.12.01.06.02.00";"81131SWA70000LG-0001 2WA-327色FC-R-2皮裁片";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"4.12.01.06.03.00";"81131SWA79500KC-0001 2WA-327色FC-R-3皮裁片";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"7.H5-FCR.327";"S91组合-H5-FCR.327 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.15.01";"T104000-0000-0020-01 2WA-1号树脂钩扣";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.15.02";"4101308-SDA3-A001 2WA-2号树脂钩扣";-1971
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.15.03";"T104000-0000-0040-01 2WA-3号树脂钩扣";-3946
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.15.04";"81531-STK7-A010-22-0000 2WA-4号树脂钩扣";-1966
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.15.05";"T104000-0000-0280-01 2WA-5号树脂钩扣";-1966
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.16.01";"81131-SWA7-A010-31-0000 2WA-1号不织布条";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.16.02";"81131-SWA7-A010-32-0000 2WA-2号不织布条";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.16.03";"81131-SWA7-A010-33-0000 2WA-3号不织布条";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.17.01";"T111000-0000-0150-00 2WA-1号树脂板";-1966
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.17.02";"T111000-0000-0060-00 2WA-2号树脂板";-1968
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.27.01";"81121-SNA6-A010-40-0000 2WA-1号魔术贴";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.06.00";"2WA-327色FC-R部位 ";"8.12.34.01";"TAPE 2WA-胶带";-3940
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"3.12.01.08.00";"2WA-327色皮裁片RB-L组合 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"4.12.01.08.01.00";"82521SWA7U200LB-0003 2WA-327色RB-L-1皮裁片";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"4.12.01.08.02.00";"82521SWA70000LA-0003 2WA-327色RB-L-2皮裁片";-4
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"4.12.01.08.03.00";"82521SWA70000LC-0003 2WA-327色RB-L-3皮裁片";-2
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"4.12.01.08.04.00";"82521SWA70000LD-0003 2WA-327色RB-L-4皮裁片";-4
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"4.12.01.08.05.00";"82521SWA70000LE-0003 2WA-327色RB-L-5皮裁片";-2
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"7.H2-RBL.327";"S91组合-H2-RBL.327 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"8.12.13.01";"82121-SWA7-A010-40-0000 2WA机种拉链";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"8.12.15.01";"T104000-0000-0020-01 2WA-1号树脂钩扣";-5899
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"8.12.15.14";"T102000-0000-0325-00 2WA-14号树脂钩扣";-1969
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"8.12.15.15";"T103000-0000-0360-00 2WA-15号树脂钩扣";-1972
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"8.12.15.16";"T117000-0000-0240-00 2WA-16号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"8.12.16.12";"82121-SWA7-A010-31-0001 2WA-12号不织布条";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"8.12.16.13";"82121-SWA7-A010-32-0000 2WA-13号不织布条";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"8.12.17.08";"T103000-0000-0335-00 2WA-8号树脂板";-1967
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.08.00";"2WA-327色RB-L部位 ";"8.12.17.09";"T110000-0000-0360-00 2WA-9号树脂板";-1969
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"3.12.01.09.00";"2WA-327色皮裁片RB-R组合 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"4.12.01.09.02.00";"82121SWA70000LA-0003 2WA-327色RB-R-2皮裁片";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"4.12.01.09.03.00";"82121SWA70000LC-0003 2WA-327色RB-R-3皮裁片";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"4.12.01.09.04.00";"82121SWA70000LD-0003 2WA-327色RB-R-4皮裁片";-5
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"4.12.01.09.05.00";"82121SWA70000LE-0003 2WA-327色RB-R-5皮裁片";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"7.H2-RBR.327";"S91组合-H2-RBR.327 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"8.12.13.01";"82121-SWA7-A010-40-0000 2WA机种拉链";-1978
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"8.12.15.01";"T104000-0000-0020-01 2WA-1号树脂钩扣";-5895
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"8.12.15.15";"T103000-0000-0360-00 2WA-15号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"8.12.15.16";"T117000-0000-0240-00 2WA-16号树脂钩扣";-1968
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"8.12.15.17";"T103000-0000-0340-00 2WA-17号树脂钩扣";-1968
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"8.12.16.12";"82121-SWA7-A010-31-0001 2WA-12号不织布条";-3947
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"8.12.16.13";"82121-SWA7-A010-32-0000 2WA-13号不织布条";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"8.12.17.07";"T102000-0000-0340-00 2WA-7号树脂板";-1967
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.09.00";"2WA-327色RB-R部位 ";"8.12.17.09";"T110000-0000-0360-00 2WA-9号树脂板";-1979
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"3.12.01.11.00";"2WA-327色皮裁片RC-L组合 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"4.12.01.11.01.00";"82531SWA7U200KE-0004 2WA-327色RC-L-1皮裁片";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"4.12.01.11.02.00";"82531SWA7U200LB-0004 2WA-327色RC-L-2皮裁片";-5
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"4.12.01.11.05.00";"82531SWA70000LJ-0003 2WA-327色RC-L-5皮裁片";-2
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"7.H2-RCL.327";"S91组合-H2-RCL.327 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"8.12.15.10";"82531-SWA7-A010-21-0001 2WA-10号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"8.12.15.11";"82131-SWA7-A010-24-0000 2WA-11号树脂钩扣";-2008
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"8.12.15.12";"82131-SWA7-A010-22-0001 2WA-12号树脂钩扣";-1967
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"8.12.15.13";"T1130000-0000-0020-01 2WA-13号树脂钩扣";-5906
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"8.12.16.07";"82131-SWA7-A010-35-0000 2WA-7号不织布条";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"8.12.16.08";"82131-SWA7-A010-31-0000 2WA-8号不织布条";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"8.12.16.09";"82131-SWA7-A010-34-0000 2WA-9号不织布条";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"8.12.16.11";"82531-SWA7-A010-33-0000 2WA-11号不织布条";-1967
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"8.12.17.05";"82131-SWA7-A010-27-0000 2WA-5号树脂板";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"8.12.17.06";"82131-SWA7-A010-51-0000 2WA-6号树脂板";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.11.00";"2WA-327色RC-L部位 ";"8.12.17.12";"82531-SWA7-A010-25-0001 2WA-12号树脂板";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"3.12.01.12.00";"2WA-327色皮裁片RC-R组合 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"4.12.01.12.01.00";"82131SWA7U200KE-0004 2WA-327色RC-R-1皮裁片";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"4.12.01.12.02.00";"82131SWA7U200LB-0004 2WA-327色RC-R-2皮裁片";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"4.12.01.12.03.00";"82131SWA7U200LD-0004 2WA-327色RC-R-3皮裁片";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"4.12.01.12.05.00";"82131SWA70000LC-0003 2WA-327色RC-R-5皮裁片";-4
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"4.12.01.12.06.00";"82131SWA70000LG-0004 2WA-327色RC-R-6皮裁片";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"4.12.01.12.07.00";"82131SWA70000LJ-0003 2WA-327色RC-R-7皮裁片";-1
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"7.H2-RCR.327";"S91组合-H2-RCR.327 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"8.12.15.11";"82131-SWA7-A010-24-0000 2WA-11号树脂钩扣";-5899
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"8.12.15.12";"82131-SWA7-A010-22-0001 2WA-12号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"8.12.15.13";"T1130000-0000-0020-01 2WA-13号树脂钩扣";-5933
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"8.12.15.23";"82131-SWA7-A010-23-0001 2WA-23号树脂钩扣";-1968
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"8.12.16.07";"82131-SWA7-A010-35-0000 2WA-7号不织布条";-1967
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"8.12.16.08";"82131-SWA7-A010-31-0000 2WA-8号不织布条";-1966
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"8.12.16.09";"82131-SWA7-A010-34-0000 2WA-9号不织布条";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"8.12.16.10";"82131-SWA7-A010-32-0000 2WA-10号不织布条";-1971
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"8.12.17.05";"82131-SWA7-A010-27-0000 2WA-5号树脂板";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"8.12.17.06";"82131-SWA7-A010-51-0000 2WA-6号树脂板";-1970
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.12.00";"2WA-327色RC-R部位 ";"8.12.17.13";"82131-SWA7-A010-26-0001 2WA-13号树脂板";-1967
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.16.00";"2WA-327色CTR部位 ";"3.12.01.16.00";"2WA-327NC,CTR组合 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.16.00";"2WA-327色CTR部位 ";"4.12.01.21.01.00";"82171SWA7U200KA-0001 2WA-327色CTR-1皮裁片";-2
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.16.00";"2WA-327色CTR部位 ";"7.H2-CL.327";"S91组合-H2-CL.327 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.16.00";"2WA-327色CTR部位 ";"8.12.15.18";"4101308-S5A1-0000 2WA-18号树脂钩扣";-9855
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.16.00";"2WA-327色CTR部位 ";"8.12.15.19";"T104000-0000-0030-01 2WA-19号树脂钩扣";-3930
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.17.00";"2WA-327色RAR部位 ";"3.12.01.17.00";"2WA-327NC,RAR组合 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.17.00";"2WA-327色RAR部位 ";"4.12.01.17.01.00";"82181SWA70000QA-0003 2WA-327色RAR-1皮裁片";-4
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.17.00";"2WA-327色RAR部位 ";"4.12.01.17.02.00";"82181SWA70000QB-0003 2WA-327色RAR-2皮裁片";-3
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.17.00";"2WA-327色RAR部位 ";"7.H2-RAR.327";"S91组合-H2-RAR.327 ";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.17.00";"2WA-327色RAR部位 ";"8.12.15.20";"T103000-0000-0130-00 2WA-20号树脂钩扣";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.17.00";"2WA-327色RAR部位 ";"8.12.17.10";"T110000-0000-0130-00 2WA-10号树脂板";-1969
2009;7;"2000";"宁波提爱思(保税区）";"2.12.01.17.00";"2WA-327色RAR部位 ";"8.12.17.11";"82181-SWA7-A010-22-0000 2WA-11号树脂板";-1965
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-NC";"2WA327-NC过程物料 ";"8.12.01.00";"2WN机种327色已画皮革 327色";-418177.7
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-NC";"2WA327-NC过程物料 ";"8.12.01.00FJ";"2WA机种327色已画救济皮革 ";-8922.6
2009;7;"2000";"宁波提爱思(保税区）";"2WA327-NC";"2WA327-NC过程物料 ";"9.01.02";"PE膜0.03*50mm PE膜";-907.55
