#def REPORTPATH=$/QAD Addons/BI Report/xxpcwoip
#def :end
"年份";"期间";"地点代码";"地点说明";"父件代码";"父件说明";"子件代码";"子件说明";"领料数量"
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.17.04";"82131-STK7-A010-21-0000 2RS-PP板 H22 X L120";-2862
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.17.05";"82131-STK7-A010-22-0000 2RS-PP板 H22 X L40";-5724
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.17.06";"82131-STK7-A010-23-0000 2RS-PP板 H22 X L70";-3816
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.17.07";"82131-STK7-A010-24-0000 2RS-PP板 H22 X L90";-3816
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.17.08";"82131-STK7-A010-25-0000 2RS-PP板 H22 X L240";-954
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.26.01";"82131-STK9-A010-37-0000 2RS-1号衬布";-967
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"8.02.26.02";"82131-STK7-A010-36-0001 2RS-2号衬布";-2862
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"3.14.12.12.00";"2RW-690牛皮裁片RC/R组合 ";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"4.14.12.12.03.00";"RCRA00KC--STT9DK01 2RW-690色RC/R-3牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"4.14.12.12.04.00";"RCRA00KD--STT9DK01 2RW-690色RC/R-4牛皮裁片";-1
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"4.14.12.12.05.00";"RCRA00KG--STT9DK01 2RW-690色RC/R-5牛皮裁片";-5
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"7.A0-RCR.690";"2RW-S91组合RCR.690 ";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.15.17";"T104000-0000-0040-01 2RS-树脂扣，L=40";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.15.18";"T104000-0000-0020-01 2RS-树脂扣，L=20";-2952
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.16.08";"82131-STK7-A010-32-0001 2RS-不织布 H30 X L280";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.16.09";"82131-STK7-A010-34-0001 2RS-不织布 H30 X L350";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.16.10";"82131-STK7-A010-33-0002 2RS-不织布 H30 X L390";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.17.04";"82131-STK7-A010-21-0000 2RS-PP板 H22 X L120";-1968
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.17.05";"82131-STK7-A010-22-0000 2RS-PP板 H22 X L40";-3936
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.17.06";"82131-STK7-A010-23-0000 2RS-PP板 H22 X L70";-3936
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.17.07";"82131-STK7-A010-24-0000 2RS-PP板 H22 X L90";-1968
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.17.08";"82131-STK7-A010-25-0000 2RS-PP板 H22 X L240";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.26.01";"82131-STK9-A010-37-0000 2RS-1号衬布";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"8.02.26.02";"82131-STK7-A010-36-0001 2RS-2号衬布";-2952
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"4.14.12.14.12.00";"FBLA11KD--STT9RK 2RW-690色FB/L-4牛皮裁片";-9
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"7.A0-BSL.690";"2RW-S91组合BSL.690 ";-1063
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-941
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-946
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-18
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-1889
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-944
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-2813
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"7.A0-BSR.690";"2RW-S91组合BSR.690 ";-1068
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"8.02.15.20";"82151-STK7-A010-21-0000 2RS-树脂扣，T1.2X 80X 72";-1017
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"8.02.15.21";"T102000-0000-0070-00 2RS-树脂扣，L=70";-1012
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-18
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"8.02.17.12";"T103000-0000-0450-00 2RS-PP板 L=450";-1998
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"8.02.17.13";"T103000-0000-0150-00 2RS-PP板 L=150";-1040
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"8.02.17.14";"T103000-0000-0060-00 2RS-PP板 L=60";-2736
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"7.A1-BC.690";"2RW-S91组合FBC.690 ";-2400
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"8.02.17.09";"T103000-0000-0400-00 2RS-9号PP板 L=400";-2400
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"8.02.17.10";"81128-STK9-A110-35-0001 2RS-PP T1.5 X H96 X L428";-2415
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"8.02.18.02";"81128-STK7-A010-26-0000 2RS-PE,T2.0 X H40 X L350";-2400
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"8.02.18.03";"81121-STK9-A010-44-0000 2RS-PE,T1.5 X W30X L320";-2409
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"8.02.22.03";"81128-STK7-A010-27-00 2RS-松紧带,W40 X L620";-2400
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"8.02.22.04";"Z42501-00260-0580-20 2RS-松紧带,W20 X L260";-2400
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"7.A0-RAR.690";"2RW-S91组合-RAR.690 ";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"8.02.15.19";"T110000-0000-0175-00 2RS-树脂扣，L=175";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色AAR的部位 ";"8.02.17.11";"T103000-0000-0200-00 2RS-PP板 L=200";-984
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"3.18.02.02.00T";"2WL-U0.W2-FBL.NC167 ";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"7.UOW2-FBL.167T";"U0.W2-FBL.S91组合167 ";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.14.04";"81521-SNA6-A010-53-0000 KE-L力布";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.15.01";"81121-SNA6-A010-21-0000 树脂钩扣H25.1 X L200";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.15.03";"81121-SWA7-A510-22-0001 树脂钩扣H25.1 X L240";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.15.05";"81521-SNA6-A010-23-0001 树脂钩扣H14.6 X L293";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.15.06";"T104000-0000-0040-01 树脂钩扣 H25.1XL40";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.15.07";"T104000-0000-0110-01 树脂钩扣H25.1XL110";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.15.16";"T104000-0000-0020-01 树脂钩扣 L=H25.1*L20 黑";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.16.01";"81121-SWA7-A010-31-0000 不织布H25 X L295";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.16.02";"81121-SWA7-A010-32-0000 不织布 H25 X L285";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.16.03";"81121-SWA7-A010-33-0000 不织布 H25 X L530";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.23.01";"4102398-S870-A802 WQ H70XL30商标";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.27.01";"81121-SNA6-A010-40-0000 WQ1号魔术贴";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.02.00T";"2WL-U0.W2-FBL.167 ";"8.03.35.01";"HANGER CLIP KE/KG,FB/FC";-56
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"3.18.02.03.00T";"2WL-U0.W2-FBR.NC167 ";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"7.UOW2-FBR.167T";"U0.W2-FBR.S91组合167 ";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.14.01";"81121-SNA6-A010-53-0000 KG-R力布 KA-R力布";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.15.01";"81121-SNA6-A010-21-0000 树脂钩扣H25.1 X L200";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.15.03";"81121-SWA7-A510-22-0001 树脂钩扣H25.1 X L240";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.15.04";"81121-SNA6-A010-23-0001 树脂钩扣H14.6 X L293";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.15.06";"T104000-0000-0040-01 树脂钩扣 H25.1XL40";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.15.07";"T104000-0000-0110-01 树脂钩扣H25.1XL110";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.15.16";"T104000-0000-0020-01 树脂钩扣 L=H25.1*L20 黑";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.16.01";"81121-SWA7-A010-31-0000 不织布H25 X L295";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.16.02";"81121-SWA7-A010-32-0000 不织布 H25 X L285";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.16.03";"81121-SWA7-A010-33-0000 不织布 H25 X L530";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.23.01";"4102398-S870-A802 WQ H70XL30商标";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.27.01";"81121-SNA6-A010-40-0000 WQ1号魔术贴";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.03.00T";"2WL-U0.W2-FBR.167 ";"8.03.35.01";"HANGER CLIP KE/KG,FB/FC";-56
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"3.18.02.05.00";"2WL-U0-FCL.NC167 ";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"7.U0-FCL.167";"U0-FCL.S91组合167 ";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.03.15.11";"81131-SNA6-A010-23-0002 树脂钩扣 H23.2 X L620";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.03.15.12";"T104000-0000-0180-01 树脂钩扣 L=180";-6
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.03.15.14";"T104000-0000-0340-01 树脂钩扣 L=340";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.03.15.16";"T104000-0000-0020-01 树脂钩扣 L=H25.1*L20 黑";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.03.15.48";"81131-SWA7-A010-24-0000 树脂T1.2 X H22 X L38";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.03.16.04";"81131-SWA7-A010-33-0000 不织布 H25 X L460";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.03.16.05";"81131-SWA7-A010-31-0000 不织布H25 X L320";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.03.16.06";"81131-SWA7-A010-32-0000 不织布H25 X L305";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.03.18.03";"81131-SWA7-A010-23-0000 PE板T1.5 X H35 X L70";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.03.27.01";"81121-SNA6-A010-40-0000 WQ1号魔术贴";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.03.35.01";"HANGER CLIP KE/KG,FB/FC";-56
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.05.00";"2WL-U0-FCL.167 ";"8.15.40.01";"81131-SWA8-7310-53-0000 ALCANTARA MARK";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"3.18.02.06.00";"2WL-U0-FCR.NC167 ";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"7.U0-FCR.167";"U0-FCR.S91组合167 ";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.03.15.11";"81131-SNA6-A010-23-0002 树脂钩扣 H23.2 X L620";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.03.15.12";"T104000-0000-0180-01 树脂钩扣 L=180";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.03.15.14";"T104000-0000-0340-01 树脂钩扣 L=340";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.03.15.16";"T104000-0000-0020-01 树脂钩扣 L=H25.1*L20 黑";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.03.15.48";"81131-SWA7-A010-24-0000 树脂T1.2 X H22 X L38";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.03.16.04";"81131-SWA7-A010-33-0000 不织布 H25 X L460";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.03.16.05";"81131-SWA7-A010-31-0000 不织布H25 X L320";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.03.16.06";"81131-SWA7-A010-32-0000 不织布H25 X L305";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.03.18.03";"81131-SWA7-A010-23-0000 PE板T1.5 X H35 X L70";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.03.27.01";"81121-SNA6-A010-40-0000 WQ1号魔术贴";-8
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.03.35.01";"HANGER CLIP KE/KG,FB/FC";-56
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.15.15.15";"81131-SWA7-A010-25-0000 TRIM CORD E F/C";-2
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.15.15.16";"81131-SMG6-E110-24-0000 TRIM CORD C FR CUSH";-2
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.06.00";"2WL-U0-FCR.167 ";"8.15.40.01";"81131-SWA8-7310-53-0000 ALCANTARA MARK";-4
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"3.18.02.09.00T";"2WL-W3-RBR.NC167 ";-3
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"7.W3-RBR.167T";"W3-RBR.S91组合167 ";-3
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.03.15.08";"T102000-0000-0340-00 树脂钩扣 L=340";-3
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.03.15.09";"T110000-0000-0360-00 树脂钩扣 L=360";-3
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.03.15.16";"T104000-0000-0020-01 树脂钩扣 L=H25.1*L20 黑";-9
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.03.15.47";"T117000-0000-0240-00 树脂钩扣 H21 X L240";-3
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.03.16.10";"82121-SWA7-A010-32-0000 不织布H30 X L250";-6
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.03.17.05";"T103000-0000-0360-00 PP板L=360";-3
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.03.17.07";"T103000-0000-0340-00 PP板L=340";-3
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.03.20.02";"43013D5-S5A4-A000 WQ2号ISO纽扣642色";-6
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.03.20.03";"43013D6-S5A4-A100 WQ3号ISO纽扣B";-6
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.03.24.01";"82123-SWA7-AD10-MI-0000 WQ 注意标";-3
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.15.15.13";"T102000-0000-0360-00 TRIM CORD L=360";-3
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.09.00T";"2WL-W3-RBR.167 ";"8.15.30.03";"82121-SWA8-7110-31-0000 SUSPENDER　CORD　A,R/B";-6
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.17.00T";"2WL-W3.RAR.167 ";"7.W3-RAR.167T";"W3-RAR.S91组合167 ";-2
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.17.00T";"2WL-W3.RAR.167 ";"8.03.15.30";"82181-SWA7-A010-22-0000 树脂T1.2 X H110 X L190";-2
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.17.00T";"2WL-W3.RAR.167 ";"8.03.15.31";"T110000-0000-0130-00 树脂钩扣L=130";-2
2009;7;"1000";"宁波提爱思(加工区）";"2.18.02.17.00T";"2WL-W3.RAR.167 ";"8.03.17.08";"T103000-0000-0130-00 PP板L=130";-2
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"8.14.01.01";"2RW-690色画皮 2RW-690色画皮";-45567.131
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-NC";" 2RW690-NC过程物料";"8.14.01.01FJ";"2RW-690色救济画皮 ";-5798.7
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.02.06.01";"2RS-TR364 3T2层 灰色 ";-211.4
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.02.06.02";"2RS-TR364 5T2层 灰色 ";-171.8
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.02.08.01";"2RS-海绵 3T灰色 2RS-1号海绵";-330
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.02.08.02";"2RS海绵5T灰色EL68FNF15D 2RS-2号海绵";-463.1
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.02.08.03";"2RS海绵5T灰色EL68FNF40 2RS-3号海绵";-727.55
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.02.08.04";"2RS海绵5T兰色 2RS-4号海绵";-177.4
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.02.08.05";"2RS海绵8T灰色 2RS-5号海绵";-124.3
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.02.08.06";"2RS海绵10T兰色 2RS-6号海绵";-502.7
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.14.03.01";"2RW-TPU(H464)3T 690色 2RW-TPU(H464)3T 690色";-1966.3
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.14.03.02";"TPU-ORG(H464)10t NH690 2RW-TPU10t 690(合成后)";-371.6
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.14.07.01";"2RW,TR333,690色 ";-291
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.14.09.01";"2RW690,NPP200 ";-589
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.14.09.02";"2RW690,NPP350 ";-1307.48
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.14.12.01";"2RW-690 CABRON 3T 2RW-1号CABRON 3T";-213.1
2009;7;"1000";"宁波提爱思(加工区）";"2RW690-S91";" 2RW690-S91过程物料";"8.14.12.02";"2RW-690 CABRON 5T3层 2RW-2号CABRON 5T3层";-136.75
2009;7;"1000";"宁波提爱思(加工区）";"2WL-KJ167-NCA";"2WL-KJ,167NC-73 ";"8.02.01.01";"2RS-1号画皮167L ";-9903.07
2009;7;"1000";"宁波提爱思(加工区）";"2WL-KJ167-NCA";"2WL-KJ,167NC-73 ";"8.03.01.01";"WQ画皮327L ";-2115.4
2009;7;"1000";"宁波提爱思(加工区）";"2WL-KJ167-NCB";"2WL-KJ,167NC-80 ";"8.02.01.01";"2RS-1号画皮167L ";-6127.5
2009;7;"1000";"宁波提爱思(加工区）";"2WL-KJ327-NC";" 2WL327E5-NC过程物料";"8.03.01.01";"WQ画皮327L ";-801.6
2009;7;"1000";"宁波提爱思(加工区）";"2WL-KJ642-NC";" 2WL327E5-NC过程物料";"8.03.01.02";"WQ 画皮642L ";-7539.4
2009;7;"1000";"宁波提爱思(加工区）";"2WL327G5-S91";" 2WL327G5-S91过程物料";"8.03.03.01";"WQ-TPU458 3T 327色 WQ1号TPU";-16.4
2009;7;"1000";"宁波提爱思(加工区）";"2WL327G5-S91";" 2WL327G5-S91过程物料";"8.03.03.04";"WQ TPU464 3T 327色 WQ4号TPU";-8.75
2009;7;"1000";"宁波提爱思(加工区）";"2WL327G5-S91";" 2WL327G5-S91过程物料";"8.03.03.07";"TPU458 ORG 327色 WQ7号TPU";-.3
2009;7;"1000";"宁波提爱思(加工区）";"2WL327G5-S91";" 2WL327G5-S91过程物料";"8.03.03.10";"TPU464 ORG 327色 WQ10号TPU";-1
2009;7;"1000";"宁波提爱思(加工区）";"2WL327G5-S91";" 2WL327G5-S91过程物料";"8.03.04.01";"CABRON 3T 327色 ULE-L 110";-15.5
