#def REPORTPATH=$/QAD Addons/BI Report/xxpcwips
#def :end
年;期;地点;;父零件;;;子零件;;;成本要素;;合计;;;第1次;;
份;间;代码;说明;代码;说明;加工单;代码;说明;用量;代码;说明;领料均成;领料总成;入库总成;领料均成;领料总成;入库总成
2009;6;1000;宁波提爱思(加工区）;7.A0-RBL.690;2RW-S91组合RBL.690 ;28324;8.14.09.02; 2RW-2号NPP 350;43.9999999824;1;直接材料;23.1996951793;1020.7865874809;1020.7865874809;23.1996951793;1020.7865874809;1020.7865874809
2009;6;1000;宁波提爱思(加工区）;7.A0-RBL.690;2RW-S91组合RBL.690 ;28324;8.14.12.01;2RW-690 CABRON 3T 2RW-1号CABRON 3T;6.3333333308;1;直接材料;239.6686139748;1517.9012212332;1517.9012212332;239.6686139748;1517.9012212332;1517.9012212332
2009;6;1000;宁波提爱思(加工区）;7.A0-RBL.690;2RW-S91组合RBL.690 ;28324;8.14.12.02;2RW-690 CABRON 5T3层 2RW-2号CABRON 5T3层;4.0833333317;1;直接材料;231.1890049688;944.0217699117;944.0217699117;231.1890049688;944.0217699117;944.0217699117
2009;6;1000;宁波提爱思(加工区）;7.A0-RBL.690;2RW-S91组合RBL.690 ;28592;8.14.03.01;2RW-TPU(H464)3T 690色 2RW-TPU(H464)3T 690色;0;1;直接材料;?;0;0;121.3522727273;0;0
2009;6;1000;宁波提爱思(加工区）;7.A0-RBL.690;2RW-S91组合RBL.690 ;28592;8.14.09.01; 2RW-1号NPP 200;0;1;直接材料;?;0;0;19.6748187445;0;0
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.03.02;2RS-TPU 3T3层556色 ;42.3000187331;1;直接材料;148.1427230984;6266.4399622348;6266.4399622348;148.1427230984;6266.4399622348;6266.4399622348
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.03.04;2RS-TPU 10T 556 ;10.833359079;1;直接材料;165.7742072835;1795.8915135387;1795.8915135387;165.7742072835;1795.8915135387;1795.8915135387
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.04.02;2RS-3TCABRON 556色 ;6.0833292476;1;直接材料;270.219046517;1643.8314289355;1643.8314289355;270.219046517;1643.8314289355;1643.8314289355
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.04.04;2RS-5TCABRON 556 ;3.9166656651;1;直接材料;230.9989166667;904.7455255838;904.7455255838;230.9989166667;904.7455255838;904.7455255838
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.06.01;2RS-TR364 3T2层 灰色 ;6.0833312384;1;直接材料;111.7996254682;680.1141540521;680.1141540521;111.7996254682;680.1141540521;680.1141540521
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.06.02;2RS-TR364 5T2层 灰色 ;5.0083322988;1;直接材料;113.3531326949;567.710155646;567.710155646;113.3531326949;567.710155646;567.710155646
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.07.02;2RS-2号TR333 556色 ;8.5166464966;1;直接材料;13.6843609023;116.5448643368;116.5448643368;13.6843609023;116.5448643368;116.5448643368
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.08.01;2RS-海绵 3T灰色 2RS-1号海绵;9.3249876004;1;直接材料;17.0162911163;158.6767036643;158.6767036643;17.0162911163;158.6767036643;158.6767036643
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.08.02;2RS海绵5T灰色EL68FNF15D 2RS-2号海绵;13.0749883281;1;直接材料;21.4758024399;280.7958662383;280.7958662383;21.4758024399;280.7958662383;280.7958662383
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.08.03;2RS海绵5T灰色EL68FNF40 2RS-3号海绵;21.8999758246;1;直接材料;31.2233195982;683.7899443643;683.7899443643;31.2233195982;683.7899443643;683.7899443643
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.08.04;2RS海绵5T兰色 2RS-4号海绵;5.3849999978;1;直接材料;28.4270074813;153.0794352243;153.0794352243;28.4270074813;153.0794352243;153.0794352243
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.08.05;2RS海绵8T灰色 2RS-5号海绵;3.425001582;1;直接材料;31.6640422631;108.4493948436;108.4493948436;31.6640422631;108.4493948436;108.4493948436
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.08.06;2RS海绵10T兰色 2RS-6号海绵;15.9416437436;1;直接材料;40.6783977241;648.4805245781;648.4805245781;40.6783977241;648.4805245781;648.4805245781
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.09.02;2RS NPP200 556色 2RS-2号NPP;16.0166647853;1;直接材料;12.5374737846;200.8085148624;200.8085148624;12.5374737846;200.8085148624;200.8085148624
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.09.04;2RS NPP350 556色 ;3.8833304059;1;直接材料;21.1306818182;82.057419202;82.057419202;21.1306818182;82.057419202;82.057419202
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;27345;8.02.09.05;2RS NPP350 557色 2RS-5号NPP;32.4166483204;1;直接材料;13.1449109083;426.1139541174;426.1139541174;13.1449109083;426.1139541174;426.1139541174
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.556;ZQ-S91组合RBR.5566 ;28695;8.02.09.02;2RS NPP200 556色 2RS-2号NPP;0;1;直接材料;?;0;0;12.5374737846;0;0
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.02.06.01;2RS-TR364 3T2层 灰色 ;6.666666664;1;直接材料;111.7996254682;745.3308361565;745.3308361565;111.7996254682;745.3308361565;745.3308361565
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.02.06.02;2RS-TR364 5T2层 灰色 ;5.4166666645;1;直接材料;113.3531326949;613.9961351851;613.9961351851;113.3531326949;613.9961351851;613.9961351851
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.02.08.01;2RS-海绵 3T灰色 2RS-1号海绵;10.2499999959;1;直接材料;17.0162911163;174.4169838723;174.4169838723;17.0162911163;174.4169838723;174.4169838723
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.02.08.02;2RS海绵5T灰色EL68FNF15D 2RS-2号海绵;14.3999999942;1;直接材料;21.4758024399;309.25155501;309.25155501;21.4758024399;309.25155501;309.25155501
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.02.08.03;2RS海绵5T灰色EL68FNF40 2RS-3号海绵;23.9999999904;1;直接材料;31.2233195982;749.3596700571;749.3596700571;31.2233195982;749.3596700571;749.3596700571
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.02.08.04;2RS海绵5T兰色 2RS-4号海绵;5.9999999976;1;直接材料;28.4270074813;170.5620448196;170.5620448196;28.4270074813;170.5620448196;170.5620448196
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.02.08.05;2RS海绵8T灰色 2RS-5号海绵;3.5999999986;1;直接材料;31.6640422631;113.9905521028;113.9905521028;31.6640422631;113.9905521028;113.9905521028
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.02.08.06;2RS海绵10T兰色 2RS-6号海绵;17.399999993;1;直接材料;40.6783977241;707.8041201146;707.8041201146;40.6783977241;707.8041201146;707.8041201146
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.14.03.01;2RW-TPU(H464)3T 690色 2RW-TPU(H464)3T 690色;59.5833333095;1;直接材料;121.3522727273;7230.5729137761;7230.5729137761;121.3522727273;7230.5729137761;7230.5729137761
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.14.03.02;TPU-ORG(H464)10t NH690 2RW-TPU10t 690(合成后);11.8333333286;1;直接材料;120.237069309;1422.8053195874;1422.8053195874;120.237069309;1422.8053195874;1422.8053195874
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.14.07.01; 2RW-TR333 690色;9.3333333296;1;直接材料;4.7868351648;44.6771281869;44.6771281869;4.7868351648;44.6771281869;44.6771281869
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.14.09.01; 2RW-1号NPP 200;17.499999993;1;直接材料;19.6748187445;344.309327891;344.309327891;19.6748187445;344.309327891;344.309327891
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.14.09.02; 2RW-2号NPP 350;46.3333333148;1;直接材料;23.1996951793;1074.9192095443;1074.9192095443;23.1996951793;1074.9192095443;1074.9192095443
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.14.12.01;2RW-690 CABRON 3T 2RW-1号CABRON 3T;6.666666664;1;直接材料;239.6686139748;1597.7907591929;1597.7907591929;239.6686139748;1597.7907591929;1597.7907591929
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;27182;8.14.12.02;2RW-690 CABRON 5T3层 2RW-2号CABRON 5T3层;4.3333333316;1;直接材料;231.1890049688;1001.8190211307;1001.8190211307;231.1890049688;1001.8190211307;1001.8190211307
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.02.06.01;2RS-TR364 3T2层 灰色 ;6.3333333308;1;直接材料;111.7996254682;708.0642943487;708.0642943487;111.7996254682;708.0642943487;708.0642943487
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.02.06.02;2RS-TR364 5T2层 灰色 ;5.1666666646;1;直接材料;113.3531326949;585.6578520227;585.6578520227;113.3531326949;585.6578520227;585.6578520227
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.02.08.01;2RS-海绵 3T灰色 2RS-1号海绵;9.7499999961;1;直接材料;17.0162911163;165.9088383176;165.9088383176;17.0162911163;165.9088383176;165.9088383176
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.02.08.02;2RS海绵5T灰色EL68FNF15D 2RS-2号海绵;13.7499999945;1;直接材料;21.4758024399;295.2922834305;295.2922834305;21.4758024399;295.2922834305;295.2922834305
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.02.08.03;2RS海绵5T灰色EL68FNF40 2RS-3号海绵;22.8333333242;1;直接材料;31.2233195982;712.9324638737;712.9324638737;31.2233195982;712.9324638737;712.9324638737
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.02.08.04;2RS海绵5T兰色 2RS-4号海绵;5.7499999977;1;直接材料;28.4270074813;163.4552929521;163.4552929521;28.4270074813;163.4552929521;163.4552929521
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.02.08.05;2RS海绵8T灰色 2RS-5号海绵;3.4999999986;1;直接材料;31.6640422631;110.8241478765;110.8241478765;31.6640422631;110.8241478765;110.8241478765
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.02.08.06;2RS海绵10T兰色 2RS-6号海绵;16.5833333267;1;直接材料;40.6783977241;674.5834286548;674.5834286548;40.6783977241;674.5834286548;674.5834286548
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.14.03.01;2RW-TPU(H464)3T 690色 2RW-TPU(H464)3T 690色;56.666666644;1;直接材料;121.3522727273;6876.6287851297;6876.6287851297;121.3522727273;6876.6287851297;6876.6287851297
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.14.03.02;TPU-ORG(H464)10t NH690 2RW-TPU10t 690(合成后);11.2499999955;1;直接材料;120.237069309;1352.6670291852;1352.6670291852;120.237069309;1352.6670291852;1352.6670291852
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.14.07.01; 2RW-TR333 690色;8.9166666631;1;直接材料;4.7868351648;42.6826135357;42.6826135357;4.7868351648;42.6826135357;42.6826135357
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.14.09.01; 2RW-1号NPP 200;11.1666666622;1;直接材料;19.6748187445;219.702142559;219.702142559;19.6748187445;219.702142559;219.702142559
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.14.09.02; 2RW-2号NPP 350;43.9999999824;1;直接材料;23.1996951793;1020.7865874809;1020.7865874809;23.1996951793;1020.7865874809;1020.7865874809
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.14.12.01;2RW-690 CABRON 3T 2RW-1号CABRON 3T;6.3333333308;1;直接材料;239.6686139748;1517.9012212332;1517.9012212332;239.6686139748;1517.9012212332;1517.9012212332
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28325;8.14.12.02;2RW-690 CABRON 5T3层 2RW-2号CABRON 5T3层;4.0833333317;1;直接材料;231.1890049688;944.0217699117;944.0217699117;231.1890049688;944.0217699117;944.0217699117
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28593;8.14.03.01;2RW-TPU(H464)3T 690色 2RW-TPU(H464)3T 690色;0;1;直接材料;?;0;0;121.3522727273;0;0
2009;6;1000;宁波提爱思(加工区）;7.A0-RBR.690;2RW-S91组合RBR.690 ;28593;8.14.09.01; 2RW-1号NPP 200;0;1;直接材料;?;0;0;19.6748187445;0;0
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.03.02;2RS-TPU 3T3层556色 ;42.3000187331;1;直接材料;148.1427230984;6266.4399622348;6266.4399622348;148.1427230984;6266.4399622348;6266.4399622348
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.03.04;2RS-TPU 10T 556 ;10.833359079;1;直接材料;165.7742072835;1795.8915135387;1795.8915135387;165.7742072835;1795.8915135387;1795.8915135387
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.04.02;2RS-3TCABRON 556色 ;6.0833292476;1;直接材料;270.219046517;1643.8314289355;1643.8314289355;270.219046517;1643.8314289355;1643.8314289355
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.04.04;2RS-5TCABRON 556 ;3.9166656651;1;直接材料;230.9989166667;904.7455255838;904.7455255838;230.9989166667;904.7455255838;904.7455255838
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.06.01;2RS-TR364 3T2层 灰色 ;6.0833312384;1;直接材料;111.7996254682;680.1141540521;680.1141540521;111.7996254682;680.1141540521;680.1141540521
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.06.02;2RS-TR364 5T2层 灰色 ;5.0083322988;1;直接材料;113.3531326949;567.710155646;567.710155646;113.3531326949;567.710155646;567.710155646
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.07.02;2RS-2号TR333 556色 ;8.5166464966;1;直接材料;13.6843609023;116.5448643368;116.5448643368;13.6843609023;116.5448643368;116.5448643368
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.08.01;2RS-海绵 3T灰色 2RS-1号海绵;9.3249876004;1;直接材料;17.0162911163;158.6767036643;158.6767036643;17.0162911163;158.6767036643;158.6767036643
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.08.02;2RS海绵5T灰色EL68FNF15D 2RS-2号海绵;13.0749883281;1;直接材料;21.4758024399;280.7958662383;280.7958662383;21.4758024399;280.7958662383;280.7958662383
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.08.03;2RS海绵5T灰色EL68FNF40 2RS-3号海绵;21.8999758246;1;直接材料;31.2233195982;683.7899443643;683.7899443643;31.2233195982;683.7899443643;683.7899443643
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.08.04;2RS海绵5T兰色 2RS-4号海绵;5.3849999978;1;直接材料;28.4270074813;153.0794352243;153.0794352243;28.4270074813;153.0794352243;153.0794352243
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.08.05;2RS海绵8T灰色 2RS-5号海绵;3.425001582;1;直接材料;31.6640422631;108.4493948436;108.4493948436;31.6640422631;108.4493948436;108.4493948436
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.08.06;2RS海绵10T兰色 2RS-6号海绵;15.9416437436;1;直接材料;40.6783977241;648.4805245781;648.4805245781;40.6783977241;648.4805245781;648.4805245781
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.09.02;2RS NPP200 556色 2RS-2号NPP;16.0166647853;1;直接材料;12.5374737846;200.8085148624;200.8085148624;12.5374737846;200.8085148624;200.8085148624
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.09.04;2RS NPP350 556色 ;3.8833304059;1;直接材料;21.1306818182;82.057419202;82.057419202;21.1306818182;82.057419202;82.057419202
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;27346;8.02.09.05;2RS NPP350 557色 2RS-5号NPP;32.4166483204;1;直接材料;13.1449109083;426.1139541174;426.1139541174;13.1449109083;426.1139541174;426.1139541174
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.556;ZQ-S91组合RCL.566 ;28696;8.02.09.02;2RS NPP200 556色 2RS-2号NPP;0;1;直接材料;?;0;0;12.5374737846;0;0
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.02.06.01;2RS-TR364 3T2层 灰色 ;6.666666664;1;直接材料;111.7996254682;745.3308361565;745.3308361565;111.7996254682;745.3308361565;745.3308361565
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.02.06.02;2RS-TR364 5T2层 灰色 ;5.4166666645;1;直接材料;113.3531326949;613.9961351851;613.9961351851;113.3531326949;613.9961351851;613.9961351851
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.02.08.01;2RS-海绵 3T灰色 2RS-1号海绵;10.2499999959;1;直接材料;17.0162911163;174.4169838723;174.4169838723;17.0162911163;174.4169838723;174.4169838723
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.02.08.02;2RS海绵5T灰色EL68FNF15D 2RS-2号海绵;14.3999999942;1;直接材料;21.4758024399;309.25155501;309.25155501;21.4758024399;309.25155501;309.25155501
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.02.08.03;2RS海绵5T灰色EL68FNF40 2RS-3号海绵;23.9999999904;1;直接材料;31.2233195982;749.3596700571;749.3596700571;31.2233195982;749.3596700571;749.3596700571
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.02.08.04;2RS海绵5T兰色 2RS-4号海绵;5.9999999976;1;直接材料;28.4270074813;170.5620448196;170.5620448196;28.4270074813;170.5620448196;170.5620448196
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.02.08.05;2RS海绵8T灰色 2RS-5号海绵;3.5999999986;1;直接材料;31.6640422631;113.9905521028;113.9905521028;31.6640422631;113.9905521028;113.9905521028
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.02.08.06;2RS海绵10T兰色 2RS-6号海绵;17.399999993;1;直接材料;40.6783977241;707.8041201146;707.8041201146;40.6783977241;707.8041201146;707.8041201146
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.14.03.01;2RW-TPU(H464)3T 690色 2RW-TPU(H464)3T 690色;59.5833333095;1;直接材料;121.3522727273;7230.5729137761;7230.5729137761;121.3522727273;7230.5729137761;7230.5729137761
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.14.03.02;TPU-ORG(H464)10t NH690 2RW-TPU10t 690(合成后);11.8333333286;1;直接材料;120.237069309;1422.8053195874;1422.8053195874;120.237069309;1422.8053195874;1422.8053195874
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.14.07.01; 2RW-TR333 690色;9.3333333296;1;直接材料;4.7868351648;44.6771281869;44.6771281869;4.7868351648;44.6771281869;44.6771281869
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.14.09.01; 2RW-1号NPP 200;17.499999993;1;直接材料;19.6748187445;344.309327891;344.309327891;19.6748187445;344.309327891;344.309327891
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.14.09.02; 2RW-2号NPP 350;46.3333333148;1;直接材料;23.1996951793;1074.9192095443;1074.9192095443;23.1996951793;1074.9192095443;1074.9192095443
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.14.12.01;2RW-690 CABRON 3T 2RW-1号CABRON 3T;6.666666664;1;直接材料;239.6686139748;1597.7907591929;1597.7907591929;239.6686139748;1597.7907591929;1597.7907591929
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;27183;8.14.12.02;2RW-690 CABRON 5T3层 2RW-2号CABRON 5T3层;4.3333333316;1;直接材料;231.1890049688;1001.8190211307;1001.8190211307;231.1890049688;1001.8190211307;1001.8190211307
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.02.06.01;2RS-TR364 3T2层 灰色 ;6.3333333308;1;直接材料;111.7996254682;708.0642943487;708.0642943487;111.7996254682;708.0642943487;708.0642943487
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.02.06.02;2RS-TR364 5T2层 灰色 ;5.1666666646;1;直接材料;113.3531326949;585.6578520227;585.6578520227;113.3531326949;585.6578520227;585.6578520227
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.02.08.01;2RS-海绵 3T灰色 2RS-1号海绵;9.7499999961;1;直接材料;17.0162911163;165.9088383176;165.9088383176;17.0162911163;165.9088383176;165.9088383176
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.02.08.02;2RS海绵5T灰色EL68FNF15D 2RS-2号海绵;13.7499999945;1;直接材料;21.4758024399;295.2922834305;295.2922834305;21.4758024399;295.2922834305;295.2922834305
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.02.08.03;2RS海绵5T灰色EL68FNF40 2RS-3号海绵;22.8333333242;1;直接材料;31.2233195982;712.9324638737;712.9324638737;31.2233195982;712.9324638737;712.9324638737
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.02.08.04;2RS海绵5T兰色 2RS-4号海绵;5.7499999977;1;直接材料;28.4270074813;163.4552929521;163.4552929521;28.4270074813;163.4552929521;163.4552929521
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.02.08.05;2RS海绵8T灰色 2RS-5号海绵;3.4999999986;1;直接材料;31.6640422631;110.8241478765;110.8241478765;31.6640422631;110.8241478765;110.8241478765
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.02.08.06;2RS海绵10T兰色 2RS-6号海绵;16.5833333267;1;直接材料;40.6783977241;674.5834286548;674.5834286548;40.6783977241;674.5834286548;674.5834286548
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.14.03.01;2RW-TPU(H464)3T 690色 2RW-TPU(H464)3T 690色;56.666666644;1;直接材料;121.3522727273;6876.6287851297;6876.6287851297;121.3522727273;6876.6287851297;6876.6287851297
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.14.03.02;TPU-ORG(H464)10t NH690 2RW-TPU10t 690(合成后);11.2499999955;1;直接材料;120.237069309;1352.6670291852;1352.6670291852;120.237069309;1352.6670291852;1352.6670291852
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.14.07.01; 2RW-TR333 690色;8.9166666631;1;直接材料;4.7868351648;42.6826135357;42.6826135357;4.7868351648;42.6826135357;42.6826135357
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.14.09.01; 2RW-1号NPP 200;11.1666666622;1;直接材料;19.6748187445;219.702142559;219.702142559;19.6748187445;219.702142559;219.702142559
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.14.09.02; 2RW-2号NPP 350;43.9999999824;1;直接材料;23.1996951793;1020.7865874809;1020.7865874809;23.1996951793;1020.7865874809;1020.7865874809
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.14.12.01;2RW-690 CABRON 3T 2RW-1号CABRON 3T;6.3333333308;1;直接材料;239.6686139748;1517.9012212332;1517.9012212332;239.6686139748;1517.9012212332;1517.9012212332
2009;6;1000;宁波提爱思(加工区）;7.A0-RCL.690;2RW-S91组合RCL.690 ;28326;8.14.12.02;2RW-690 CABRON 5T3层 2RW-2号CABRON 5T3层;4.0833333317;1;直接材料;231.1890049688;944.0217699117;944.0217699117;231.1890049688;944.0217699117;944.0217699117
