
工单号             工单标志   工序 项目号                   订购数       合格数       报废数
G0903W20181-11     778643       85 US32-487556                 6.0          0.0          0.0
G0903W20181-11     778643       90 US32-487556                 6.0          0.0          0.0
G0903W20325-21     774596       10 RD-1405-06-01-R02          30.0         30.0          0.0
G0903W20325-21     774595        6 RD-1405-06-01-R03          30.0         30.0          0.0
G0903W20325-21     774594        8 RD-1405-06-01-R08          30.0         30.0          0.0
G0903W20325-21     774593       10 RD-1405-06-01-R10          30.0         30.0          0.0
G0903W20325-21     774592       12 RD-1405-06-01-R12          30.0         30.0          0.0
G0903W20325-21     774591       13 RD-1405-06-01-R13          30.0         30.0          0.0
G0903W20325-21     774590       15 RD-1405-06-01-R25          30.0         30.0          0.0
G0903W20325-21     774589       18 RD-1405-06-01-R26          30.0         28.0          2.0
G0903W20325-21     774588       19 RD-1405-06-01-R26A         28.0         28.0          0.0
G0903W20325-21     774587        5 RD-1405-06-01-R27          28.0         28.0          0.0
G0903W20325-21     774587       10 RD-1405-06-01-R27          28.0         28.0          0.0
G0903W20325-21     774586       21 RD-1405-06-01              28.0         28.0          0.0
G0903W20325-21     774586       22 RD-1405-06-01              28.0         24.0          4.0
G0903W20325-21     774586       25 RD-1405-06-01              24.0         24.0          0.0
G0903W20325-21     774586       38 RD-1405-06-01              24.0         24.0          0.0
G0903W20325-21     774586       40 RD-1405-06-01              24.0         24.0          0.0
G0903W20325-21     774586       45 RD-1405-06-01              24.0         24.0          0.0
G0903W20325-21     774586       50 RD-1405-06-01              24.0          0.0          0.0
G0903W20325-22     774607       10 RD-1405-06-01-R02          30.0         30.0          0.0
G0903W20325-22     774606        6 RD-1405-06-01-R03          30.0         30.0          0.0
G0903W20325-22     774605        8 RD-1405-06-01-R08          30.0         30.0          0.0
G0903W20325-22     774604       10 RD-1405-06-01-R10          30.0         30.0          0.0
G0903W20325-22     774603       12 RD-1405-06-01-R12          30.0         30.0          0.0
G0903W20325-22     774602       13 RD-1405-06-01-R13          30.0         30.0          0.0
G0903W20325-22     774601       15 RD-1405-06-01-R25          30.0         30.0          0.0
G0903W20325-22     774600       18 RD-1405-06-01-R26          30.0         30.0          0.0
G0903W20325-22     774599       19 RD-1405-06-01-R26A         30.0         30.0          0.0
G0903W20325-22     774598        5 RD-1405-06-01-R27          30.0         30.0          0.0
G0903W20325-22     774598       10 RD-1405-06-01-R27          30.0         30.0          0.0
G0903W20325-22     774597       21 RD-1405-06-01              30.0         30.0          0.0
G0903W20325-22     774597       22 RD-1405-06-01              30.0         30.0          0.0
G0903W20325-22     774597       25 RD-1405-06-01              30.0          0.0          0.0
G0903W20325-22     774597       38 RD-1405-06-01              30.0          0.0          0.0
G0903W20325-22     774597       40 RD-1405-06-01              30.0          0.0          0.0
G0903W20325-22     774597       45 RD-1405-06-01              30.0          0.0          0.0
G0903W20325-22     774597       50 RD-1405-06-01              30.0          0.0          0.0
G0903W20326-11     774618       10 32-4855-07-01-R02          16.0         16.0          0.0
G0903W20326-11     774617        6 32-4855-07-01-R03          16.0         16.0          0.0
G0903W20326-11     774616        8 32-4855-07-01-R08          16.0         16.0          0.0
G0903W20326-11     774615       10 32-4855-07-01-R10          16.0         14.0          2.0
G0903W20326-11     774614       12 32-4855-07-01-R12          14.0         14.0          0.0
G0903W20326-11     774613       13 32-4855-07-01-R13          14.0         14.0          0.0
G0903W20326-11     774612       15 32-4855-07-01-R25          14.0          0.0          0.0
G0903W20326-11     774611       18 32-4855-07-01-R26          14.0          0.0          0.0
G0903W20326-11     774610       19 32-4855-07-01-R26A         14.0          0.0          0.0
G0903W20326-11     774609        5 32-4855-07-01-R27          14.0          0.0          0.0
G0903W20326-11     774609       10 32-4855-07-01-R27          14.0          0.0          0.0
G0903W20326-11     774608       21 32-4855-07-01              14.0          0.0          0.0
G0903W20326-11     774608       22 32-4855-07-01              14.0          0.0          0.0
G0903W20326-11     774608       25 32-4855-07-01              14.0          0.0          0.0
G0903W20326-11     774608       38 32-4855-07-01              14.0          0.0          0.0
G0903W20326-11     774608       40 32-4855-07-01              14.0          0.0          0.0
G0903W20326-11     774608       45 32-4855-07-01              14.0          0.0          0.0
G0903W20326-11     774608       50 32-4855-07-01              14.0          0.0          0.0
G0903W20327-11     774629       10 32-4855-08-01-R02          10.0         10.0          0.0
G0903W20327-11     774628        6 32-4855-08-01-R03          10.0         10.0          0.0
G0903W20327-11     774627        8 32-4855-08-01-R08          10.0         10.0          0.0
G0903W20327-11     774626       10 32-4855-08-01-R10          10.0         10.0          0.0
G0903W20327-11     774625       12 32-4855-08-01-R12          10.0         10.0          0.0
G0903W20327-11     774624       13 32-4855-08-01-R13          10.0         10.0          0.0
G0903W20327-11     774623       15 32-4855-08-01-R25          10.0         10.0          0.0
G0903W20327-11     774622       18 32-4855-08-01-R26          10.0         10.0          0.0
G0903W20327-11     774621       19 32-4855-08-01-R26A         10.0         10.0          0.0
G0903W20327-11     774620        5 32-4855-08-01-R27          10.0         10.0          0.0
G0903W20327-11     774620       10 32-4855-08-01-R27          10.0         10.0          0.0
G0903W20327-11     774619       21 32-4855-08-01              10.0         10.0          0.0
G0903W20327-11     774619       22 32-4855-08-01              10.0         10.0          0.0
G0903W20327-11     774619       25 32-4855-08-01              10.0         10.0          0.0
G0903W20327-11     774619       38 32-4855-08-01              10.0         10.0          0.0
G0903W20327-11     774619       40 32-4855-08-01              10.0         10.0          0.0
G0903W20327-11     774619       45 32-4855-08-01              10.0          0.0          0.0
G0903W20327-11     774619       50 32-4855-08-01              10.0          0.0          0.0
G0903W20328-11     774640       10 US32-4855-07-01R05          6.0          6.0          0.0
G0903W20328-11     774639        6 US32-4855-07-01R10          6.0          6.0          0.0
G0903W20328-11     774638        8 US32-4855-07-01R20          6.0          6.0          0.0
G0903W20328-11     774637       10 US32-4855-07-01R25          6.0          6.0          0.0
G0903W20328-11     774636       12 US32-4855-07-01R27          6.0          6.0          0.0
G0903W20328-11     774635       13 US32-4855-07-01R28          6.0          6.0          0.0
G0903W20328-11     774634       15 US32-4855-07-01R30          6.0          6.0          0.0
G0903W20328-11     774633       18 US32-4855-07-01R35          6.0          6.0          0.0
G0903W20328-11     774632       19 US32-4855-07-01R40          6.0          6.0          0.0
G0903W20328-11     774631        5 US32-4855-07-01R45          6.0          6.0          0.0
G0903W20328-11     774631       10 US32-4855-07-01R45          6.0          6.0          0.0
G0903W20328-11     774630       21 US32-4855-07-01             6.0          6.0          0.0
G0903W20328-11     774630       22 US32-4855-07-01             6.0          6.0          0.0
G0903W20328-11     774630       25 US32-4855-07-01             6.0          6.0          0.0
G0903W20328-11     774630       38 US32-4855-07-01             6.0          6.0          0.0
G0903W20328-11     774630       40 US32-4855-07-01             6.0          6.0          0.0
G0903W20328-11     774630       45 US32-4855-07-01             6.0          0.0          0.0
G0903W20328-11     774630       50 US32-4855-07-01             6.0          0.0          0.0
G0903W20341-11     785936        5 32-4868-00-02A-R05         22.0         22.0          0.0
G0903W20341-11     785935       10 32-4868-00-02A-R10         22.0         21.0          1.0
G0903W20341-11     785934       13 32-4868-00-02A-R13         21.0         21.0          0.0
G0903W20341-11     785933       15 32-4868-00-02A-R15         21.0         21.0          0.0
G0903W20341-11     785932       20 32-4868-00-02A-R20         21.0         19.0          2.0
G0903W20341-11     785931       25 32-4868-00-02A-R25         19.0          5.0          0.0
G0903W20341-11     785930       30 32-4868-00-02A-R30         19.0          0.0          0.0
G0903W20341-11     785929       35 32-4868-00-02A             19.0          0.0          0.0
G0903W20341-11     785929       40 32-4868-00-02A             19.0          0.0          0.0
G0903W20341-11     785929       45 32-4868-00-02A             19.0          0.0          0.0
G0903W20341-11     785929       50 32-4868-00-02A             19.0          0.0          0.0
G0903W20342-11     785941        5 32-4870-50-02-R05          18.0         17.0          1.0
G0903W20342-11     785941        8 32-4870-50-02-R05          17.0         17.0          0.0
G0903W20342-11     785940        1 32-4870-50-02-R10          17.0         17.0          0.0
G0903W20342-11     785940        2 32-4870-50-02-R10          17.0         17.0          0.0
G0903W20342-11     785939       15 32-4870-50-02-R15          17.0         14.0          3.0
G0903W20342-11     785938       25 32-4870-50-02              14.0         14.0          0.0
G0903W20342-11     785938       30 32-4870-50-02              14.0         14.0          0.0
G0903W20342-11     785938       35 32-4870-50-02              14.0         14.0          0.0
G0903W20343-11     785946        5 32-4870-00-05-R05          22.0         22.0          0.0
G0903W20343-11     785945       10 32-4870-00-05-R10          22.0         22.0          0.0
G0903W20343-11     785944       15 32-4870-00-05-R15          22.0         18.0          4.0
G0903W20343-11     785943       20 32-4870-00-05-R20          18.0          0.0          0.0
G0903W20343-11     785942       30 32-4870-00-05              18.0          0.0          0.0
G0903W20343-11     785942       35 32-4870-00-05              18.0          0.0          0.0
G0903W20343-11     785942       40 32-4870-00-05              18.0          0.0          0.0
G0903W20345-11     785951        5 32-4870-00-05-R05          34.0         34.0          0.0
G0903W20345-11     785950        7 32-4870-00-05-R10          34.0         34.0          0.0
G0903W20345-11     785950       10 32-4870-00-05-R10          34.0         31.0          3.0
G0903W20345-11     785949       15 32-4870-00-05-R15          31.0         31.0          0.0
G0903W20345-11     785948       20 32-4870-00-05-R20          31.0          0.0          0.0
G0903W20345-11     785947       30 32-4870-00-05              31.0          0.0          0.0
G0903W20345-11     785947       35 32-4870-00-05              31.0          0.0          0.0
G0903W20345-11     785947       40 32-4870-00-05              31.0          0.0          0.0
G0903W20346-11     785957        5 31-600591-2-R05             8.0          8.0          0.0
G0903W20346-11     785956       12 31-600591-2                 8.0          8.0          0.0
G0903W20346-11     785956       15 31-600591-2                 8.0          8.0          0.0
G0903W20346-11     785956       20 31-600591-2                 8.0          8.0          0.0
G0903W20346-11     785956       25 31-600591-2                 8.0          8.0          0.0
G0903W20346-11     785956       28 31-600591-2                 8.0          8.0          0.0
G0903W20346-11     785956       30 31-600591-2                 8.0          8.0          0.0
G0903W20347-11     785959        5 31-600591-2-R05            10.0         10.0          0.0
G0903W20347-11     785958       12 31-600591-2                10.0         10.0          0.0
G0903W20347-11     785958       15 31-600591-2                10.0         10.0          0.0
G0903W20347-11     785958       20 31-600591-2                10.0         10.0          0.0
G0903W20347-11     785958       25 31-600591-2                10.0         10.0          0.0
G0903W20347-11     785958       28 31-600591-2                10.0         10.0          0.0
G0903W20347-11     785958       30 31-600591-2                10.0         10.0          0.0
G0903W20348-11     785962        5 32-3492-00-09-R05          18.0         18.0          0.0
G0903W20348-11     785961       10 32-3492-00-09-R07          18.0         16.0          0.0
G0903W20348-11     785961       15 32-3492-00-09-R07          18.0         16.0          0.0
G0903W20348-11     785960       20 32-3492-00-09              18.0          0.0          0.0
G0903W20348-11     785960       25 32-3492-00-09              18.0          0.0          0.0
G0903W20349-11     785965        5 32-420126-3-R02            16.0         16.0          0.0
G0903W20349-11     785964       10 32-420126-3-R10            16.0         16.0          0.0
G0903W20349-11     785963       20 32-420126-3                16.0         16.0          0.0
G0903W20349-11     785963       25 32-420126-3                16.0         16.0          0.0
G0903W20349-11     785963       30 32-420126-3                16.0         16.0          0.0
G0903W20349-11     785963       35 32-420126-3                16.0          0.0          0.0
G0903W20350-11     785968        5 32-420126-1-R01            16.0         16.0          0.0
G0903W20350-11     785968        8 32-420126-1-R01            16.0          0.0          0.0
G0903W20350-11     785967       10 32-420126-1-R02            16.0          0.0          0.0
G0903W20350-11     785966       25 32-420126-1                16.0          0.0          0.0
G0903W20350-11     785966       30 32-420126-1                16.0          0.0          0.0
G0903W20350-11     785966       35 32-420126-1                16.0          0.0          0.0
G0903W20350-11     785966       38 32-420126-1                16.0          0.0          0.0
G0903W20351-11     785973        5 RD-1405-68-01-R05          18.0         17.0          0.0
G0903W20351-11     785972        7 RD-1405-68-01-R07          17.0         17.0          0.0
G0903W20351-11     785971       10 RD-1405-68-01-R10          17.0          0.0          0.0
G0903W20351-11     785970       15 RD-1405-68-01-R15          17.0          0.0          0.0
G0903W20351-11     785969       20 RD-1405-68-01              17.0          0.0          0.0
G0903W20352-11     785979        5 32-4838-96-11-R05          46.0         46.0          0.0
G0903W20352-11     785978       10 32-4838-96-11-R10          46.0         46.0          0.0
G0903W20352-11     785977        5 32-4838-96-11-R15          46.0         46.0          0.0
G0903W20352-11     785977       10 32-4838-96-11-R15          46.0         46.0          0.0
G0903W20352-11     785977       15 32-4838-96-11-R15          46.0         46.0          0.0
G0903W20352-11     785975       25 32-4838-96-11              46.0         46.0          0.0
G0903W20352-11     785975       30 32-4838-96-11              46.0          0.0          0.0
G0903W20352-11     785975       35 32-4838-96-11              46.0          0.0          0.0
G0903W20352-11     785975       40 32-4838-96-11              46.0          0.0          0.0
G0903W20352-11     785975       45 32-4838-96-11              46.0          0.0          0.0
G0903W20353-11     785983        5 32-4870-00-10-R05          22.0         20.0          2.0
G0903W20353-11     785983        7 32-4870-00-10-R05          20.0         20.0          0.0
G0903W20353-11     785982       10 32-4870-00-10-R10          20.0         20.0          0.0
G0903W20353-11     785981       15 32-4870-00-10-R15          20.0         20.0          0.0
G0903W20353-11     785980       25 32-4870-00-10              20.0         20.0          0.0
G0903W20353-11     785980       30 32-4870-00-10              20.0          0.0          0.0
G0903W20353-11     785980       35 32-4870-00-10              20.0          0.0          0.0
G0903W20354-11     786017        5 32-488625-R05              10.0          7.0          3.0
G0903W20354-11     786017       10 32-488625-R05               7.0          7.0          0.0
G0903W20354-11     786016        5 32-488625-R10               7.0          6.0          1.0
G0903W20354-11     786016       10 32-488625-R10               6.0          2.0          0.0
G0903W20354-11     786015       20 32-488625-R20               6.0          0.0          0.0
G0903W20354-11     786014       25 32-488625-R25               6.0          0.0          0.0
G0903W20354-11     786011       35 32-488625                   6.0          0.0          0.0
G0903W20354-11     786011       40 32-488625                   6.0          0.0          0.0
G0903W20354-11     786011       48 32-488625                   6.0          0.0          0.0
G0903W20354-11     786011       50 32-488625                   6.0          0.0          0.0
G0903W20354-11     786011       55 32-488625                   6.0          0.0          0.0
G0903W20354-11     786011       60 32-488625                   6.0          0.0          0.0
G0903W20354-11     786011       65 32-488625                   6.0          0.0          0.0
G0903W20355-11     786024        5 SP38-100160-1-R05           8.0          7.0          1.0
G0903W20355-11     786019       15 SP38-100160-1               7.0          7.0          0.0
G0903W20355-11     786019       20 SP38-100160-1               7.0          7.0          0.0
G0903W20355-11     786019       25 SP38-100160-1               7.0          7.0          0.0
G0903W20355-11     786019       30 SP38-100160-1               7.0          7.0          0.0
G0903W20355-11     786019       35 SP38-100160-1               7.0          0.0          0.0
G0903W20355-11     786019       40 SP38-100160-1               7.0          0.0          0.0
G0903W20356-11     786007        5 32-4870-00-10-R05          34.0         24.0          0.0
G0903W20356-11     786006       10 32-4870-00-10-R10          34.0          0.0          0.0
G0903W20356-11     786005       15 32-4870-00-10-R15          34.0          0.0          0.0
G0903W20356-11     785984       25 32-4870-00-10              34.0          0.0          0.0
G0903W20356-11     785984       30 32-4870-00-10              34.0          0.0          0.0
G0903W20356-11     785984       35 32-4870-00-10              34.0          0.0          0.0
G0903W20357-11     786039        5 31-600592-1-R05             8.0          7.0          1.0
G0903W20357-11     786033       10 31-600592-1                 8.0          7.0          0.0
G0903W20357-11     786033       15 31-600592-1                 8.0          7.0          0.0
G0903W20358-11     786046        5 31-600593-1-R05            10.0         10.0          0.0
G0903W20358-11     786043       10 31-600593-1                10.0         10.0          0.0
G0903W20358-11     786043       15 31-600593-1                10.0         10.0          0.0
G0903W20359-11     786059        5 32-4885-13-01-R05          12.0         10.0          0.0
G0903W20359-11     786058       10 32-4885-13-01-R10          10.0          4.0          0.0
G0903W20359-11     786057       15 32-4885-13-01-R15          10.0          0.0          0.0
G0903W20359-11     786056       20 32-4885-13-01-R20          10.0          0.0          0.0
G0903W20359-11     786055       22 32-4885-13-01              10.0          0.0          0.0
G0903W20360-11     786068        5 31-600123-2-R05            22.0         20.0          2.0
G0903W20360-11     786067       10 31-600123-2-R08            20.0         19.0          1.0
G0903W20360-11     786066       15 31-600123-2-R10            19.0         18.0          1.0
G0903W20360-11     786065       20 31-600123-2-R15            18.0         18.0          0.0
G0903W20360-11     786064       25 31-600123-2-R20            18.0          2.0          9.0
G0903W20360-11     786063       27 31-600123-2-R22             9.0          0.0          0.0
G0903W20360-11     786062       30 31-600123-2-R25             9.0          0.0          0.0
G0903W20360-11     786061       35 31-600123-2-R30             9.0          0.0          0.0
G0903W20360-11     786060       40 31-600123-2                 9.0          0.0          0.0
G0903W20360-11     786060       45 31-600123-2                 9.0          0.0          0.0
G0903W20360-11     786060       50 31-600123-2                 9.0          0.0          0.0
G0903W20360-11     786060       55 31-600123-2                 9.0          0.0          0.0
G0903W20360-11     786060       60 31-600123-2                 9.0          0.0          0.0
G0903W20360-11     786060       65 31-600123-2                 9.0          0.0          0.0
G0903W20360-11     786060       70 31-600123-2                 9.0          0.0          0.0
G0903W20362-11     786072        5 32-420323-4-R01            10.0          0.0          0.0
G0903W20362-11     786072       10 32-420323-4-R01            10.0          0.0          0.0
G0903W20362-11     786071        3 32-420323-4                10.0          0.0          0.0
G0903W20363-11     786076        5 32-422457-1-R05             8.0          7.0          1.0
G0903W20363-11     786075       10 32-422457-1-R10             7.0          7.0          0.0
G0903W20363-11     786074        5 32-422457-1-R15             7.0          7.0          0.0
G0903W20363-11     786074       10 32-422457-1-R15             7.0          7.0          0.0
G0903W20363-11     786073       25 32-422457-1                 7.0          0.0          0.0
G0903W20363-11     786073       30 32-422457-1                 7.0          0.0          0.0
G0903W20363-11     786073       35 32-422457-1                 7.0          0.0          0.0
G0903W20364-11     786081        5 RD-4562-40-05-R05          72.0         72.0          0.0
G0903W20364-11     786080        7 RD-4562-40-05-R07          72.0         72.0          0.0
G0903W20364-11     786079       10 RD-4562-40-05-R10          72.0         72.0          0.0
G0903W20364-11     786078       15 RD-4562-40-05-R15          72.0         72.0          0.0
G0903W20364-11     786077       25 RD-4562-40-05              72.0         72.0          0.0
G0903W20364-11     786077       30 RD-4562-40-05              72.0         72.0          0.0
G0903W20364-11     786077       35 RD-4562-40-05              72.0         72.0          0.0
G0903W20364-11     786077       40 RD-4562-40-05              72.0         72.0          0.0
G0903W20364-11     786077       45 RD-4562-40-05              72.0         72.0          0.0
G0903W20364-11     786077       50 RD-4562-40-05              72.0         72.0          0.0
G0903W20447-11     787549        5 31-600136-R09              70.0         70.0          0.0
G0903W20447-11     787545       25 31-600136                  70.0          0.0          0.0
G0903W20448-11     792897        5 31-600219-R05              18.0          0.0          0.0
G0903W20448-11     792896        5 31-600219-R10              18.0          0.0          0.0
G0903W20448-11     792896       10 31-600219-R10              18.0          0.0          0.0
G0903W20448-11     792895       13 31-600219-R13              18.0          0.0          0.0
G0903W20448-11     792894       15 31-600219-R15              18.0          0.0          0.0
G0903W20448-11     792893       20 31-600219-R20              18.0          0.0          0.0
G0903W20448-11     792892        5 31-600219-R25              18.0          0.0          0.0
G0903W20448-11     792892       10 31-600219-R25              18.0          0.0          0.0
G0903W20448-11     792891       29 31-600219-R30              18.0          0.0          0.0
G0903W20448-11     792891       30 31-600219-R30              18.0          0.0          0.0
G0903W20448-11     792891       35 31-600219-R30              18.0          0.0          0.0
G0903W20448-11     792891       40 31-600219-R30              18.0          0.0          0.0
G0903W20448-11     792891       45 31-600219-R30              18.0          0.0          0.0
G0903W20448-11     792891       58 31-600219-R30              18.0          0.0          0.0
G0903W20448-11     792890       60 31-600219-R55              18.0          0.0          0.0
G0903W20448-11     792875       63 31-600219                  18.0          0.0          0.0
G0903W20448-11     792875       65 31-600219                  18.0          0.0          0.0
G0903W20449-11     792899        5 32-4671-89-05-R05          54.0          0.0          0.0
G0903W20449-11     792898       15 32-4671-89-05              54.0          0.0          0.0
G0903W20451-11     792909        5 32-4838-96-12-R05          46.0         50.0          0.0
G0903W20451-11     792907       15 32-4838-96-12              46.0         46.0          0.0
G0903W20451-11     792907       20 32-4838-96-12              46.0         46.0          0.0
G0903W20451-11     792907       25 32-4838-96-12              46.0         46.0          0.0
G0903W20451-11     792907       30 32-4838-96-12              46.0         46.0          0.0
G0903W20451-11     792907       35 32-4838-96-12              46.0          0.0          0.0
G0903W20452-11     792915        5 4026-22-04                 14.0         14.0          0.0
G0903W20452-11     792915       10 4026-22-04                 14.0         14.0          0.0
G0903W20452-11     792915       20 4026-22-04                 14.0         14.0          0.0
G0903W20453-11     792927        5 4026-27-04                 18.0         18.0          0.0
G0903W20453-11     792927       10 4026-27-04                 18.0         18.0          0.0
G0903W20453-11     792927       20 4026-27-04                 18.0         18.0          0.0
G0903W20454-11     792933        5 4026-29-04                 14.0         13.0          0.0
G0903W20454-11     792933       10 4026-29-04                 13.0         13.0          0.0
G0903W20454-11     792933       20 4026-29-04                 13.0         13.0          0.0
G0903W20457-11     787558       15 31-600137-R09              70.0         70.0          0.0
G0903W20457-11     787557       25 31-600137                  70.0         70.0          0.0
G0903W20458-21     800042        5 32-420330-3-R05            33.0         10.0          0.0
G0903W20458-21     800041        8 32-420330-3-R08            10.0          0.0          0.0
G0903W20458-21     800040       15 32-420330-3-R10            10.0          0.0          0.0
G0903W20458-21     800039       20 32-420330-3-R15            10.0          0.0          0.0
G0903W20458-21     800038       25 32-420330-3-R20            10.0          0.0          0.0
G0903W20458-21     800038       27 32-420330-3-R20            10.0          0.0          0.0
G0903W20458-21     800037       28 32-420330-3-R25            10.0          0.0          0.0
G0903W20458-21     800036       30 32-420330-3                10.0          0.0          0.0
G0903W20458-21     800036       35 32-420330-3                10.0          0.0          0.0
G0903W20458-22     800049        5 32-420330-3-R05            15.0         15.0          0.0
G0903W20458-22     800048        8 32-420330-3-R08            15.0         15.0          0.0
G0903W20458-22     800047       15 32-420330-3-R10            15.0         15.0          0.0
G0903W20458-22     800046       20 32-420330-3-R15            15.0          0.0          0.0
G0903W20458-22     800045       25 32-420330-3-R20            15.0          0.0          0.0
G0903W20458-22     800045       27 32-420330-3-R20            15.0          0.0          0.0
G0903W20458-22     800044       28 32-420330-3-R25            15.0          0.0          0.0
G0903W20458-22     800043       30 32-420330-3                15.0          0.0          0.0
G0903W20458-22     800043       35 32-420330-3                15.0          0.0          0.0
G0903W20459-11     793699        5 32-4870-00-11-R05          22.0          0.0          0.0
G0903W20459-11     793698       10 32-4870-00-11-R10          22.0          0.0          0.0
G0903W20459-11     793697       15 32-4870-00-11-R15          22.0          0.0          0.0
G0903W20459-11     793696       20 32-4870-00-11-R20          22.0          0.0          0.0
G0903W20459-11     793693       30 32-4870-00-11              22.0          0.0          0.0
G0903W20459-11     793693       35 32-4870-00-11              22.0          0.0          0.0
G0903W20459-11     793693       40 32-4870-00-11              22.0          0.0          0.0
G0903W20459-11     793693       45 32-4870-00-11              22.0          0.0          0.0
G0903W20459-11     793693       55 32-4870-00-11              22.0          0.0          0.0
G0903W20459-11     793693       60 32-4870-00-11              22.0          0.0          0.0
G0903W20460-11     793707        5 32-4872-71-01              10.0          0.0          0.0
G0903W20460-11     793707       10 32-4872-71-01              10.0          0.0          0.0
G0903W20461-11     793706        5 32-4870-00-11-R05          34.0         34.0          0.0
G0903W20461-11     793705       10 32-4870-00-11-R10          34.0         33.0          1.0
G0903W20461-11     793704       15 32-4870-00-11-R15          33.0         33.0          0.0
G0903W20461-11     793703       20 32-4870-00-11-R20          33.0         33.0          0.0
G0903W20461-11     793701       30 32-4870-00-11              33.0         33.0          0.0
G0903W20461-11     793701       35 32-4870-00-11              33.0         33.0          0.0
G0903W20461-11     793701       40 32-4870-00-11              33.0          0.0          0.0
G0903W20461-11     793701       45 32-4870-00-11              33.0          0.0          0.0
G0903W20461-11     793701       55 32-4870-00-11              33.0          0.0          0.0
G0903W20461-11     793701       60 32-4870-00-11              33.0          0.0          0.0
G0903W20462-11     793708        5 4026-22-05                 14.0         15.0          0.0
G0903W20462-11     793708       20 4026-22-05                 15.0         14.0          0.0
G0903W20464-11     793712        5 4026-29-05                 14.0          0.0          0.0
G0903W20464-11     793712       20 4026-29-05                 14.0          0.0          0.0
G0903W20466-11     793721        5 31-600208-R05              16.0         17.0          0.0
G0903W20466-11     793720        5 31-600208-R10              16.0         16.0          0.0
G0903W20466-11     793720       10 31-600208-R10              16.0         16.0          0.0
G0903W20466-11     793719       13 31-600208-R13              16.0         16.0          0.0
G0903W20466-11     793718       15 31-600208-R15              16.0         16.0          0.0
G0903W20466-11     793717       20 31-600208-R20              16.0         15.0          1.0
G0903W20466-11     793716        5 31-600208-R25              15.0         14.0          1.0
G0903W20466-11     793716       10 31-600208-R25              14.0         14.0          0.0
G0903W20466-11     793714       29 31-600208                  14.0          0.0          0.0
G0903W20466-11     793714       30 31-600208                  14.0          0.0          0.0
G0903W20466-11     793714       35 31-600208                  14.0          0.0          0.0
G0903W20466-11     793714       40 31-600208                  14.0          0.0          0.0
G0903W20466-11     793714       45 31-600208                  14.0          0.0          0.0
G0903W20466-11     793714       55 31-600208                  14.0          0.0          0.0
G0903W20466-11     793714       58 31-600208                  14.0          0.0          0.0
G0903W20466-11     793714       60 31-600208                  14.0          0.0          0.0
G0903W20467-11     793733        5 31-3999-99-01-R05          20.0         20.0          0.0
G0903W20467-11     793733       10 31-3999-99-01-R05          20.0         20.0          0.0
G0903W20467-11     793732       10 31-3999-99-01-R08          20.0         20.0          0.0
G0903W20467-11     793732       15 31-3999-99-01-R08          20.0          0.0          0.0
G0903W20467-11     793732       20 31-3999-99-01-R08          20.0          0.0          0.0
G0903W20467-11     793731       25 31-3999-99-01-R25          20.0          0.0          0.0
G0903W20467-11     793730       30 31-3999-99-01-R35          20.0          0.0          0.0
G0903W20467-11     793728       35 31-3999-99-01              20.0          0.0          0.0
G0903W20469-11     793748        5 31-600210-R05              14.0         14.0          0.0
G0903W20469-11     793747        5 31-600210-R10              14.0         13.0          1.0
G0903W20469-11     793747       10 31-600210-R10              13.0         13.0          0.0
G0903W20469-11     793746       13 31-600210-R13              13.0         13.0          0.0
G0903W20469-11     793745       15 31-600210-R15              13.0         12.0          1.0
G0903W20469-11     793744       20 31-600210-R20              12.0         12.0          0.0
G0903W20469-11     793743        5 31-600210-R25              12.0         12.0          0.0
G0903W20469-11     793743       10 31-600210-R25              12.0         12.0          0.0
G0903W20469-11     793741       29 31-600210                  12.0         12.0          0.0
G0903W20469-11     793741       30 31-600210                  12.0          0.0          0.0
G0903W20469-11     793741       35 31-600210                  12.0          0.0          0.0
G0903W20469-11     793741       40 31-600210                  12.0          0.0          0.0
G0903W20469-11     793741       45 31-600210                  12.0          0.0          0.0
G0903W20469-11     793741       55 31-600210                  12.0          0.0          0.0
G0903W20469-11     793741       58 31-600210                  12.0          0.0          0.0
G0903W20469-11     793741       60 31-600210                  12.0          0.0          0.0
G0903W20470-11     793740        5 31-3999-99-01-R05          24.0         24.0          0.0
G0903W20470-11     793740       10 31-3999-99-01-R05          24.0         21.0          3.0
G0903W20470-11     793739       10 31-3999-99-01-R08          21.0         21.0          0.0
G0903W20470-11     793739       15 31-3999-99-01-R08          21.0         21.0          0.0
G0903W20470-11     793739       20 31-3999-99-01-R08          21.0         21.0          0.0
G0903W20470-11     793738       25 31-3999-99-01-R25          21.0          0.0          0.0
G0903W20470-11     793737       30 31-3999-99-01-R35          21.0          0.0          0.0
G0903W20470-11     793735       35 31-3999-99-01              21.0          0.0          0.0
G0903W20471-11     787577       15 31-600140-R09              72.0         72.0          0.0
G0903W20471-11     787576       25 31-600140                  72.0          0.0          0.0
G0903W20472-11     793755        5 31-600212-R05              14.0         14.0          0.0
G0903W20472-11     793754        5 31-600212-R10              14.0         14.0          0.0
G0903W20472-11     793754       10 31-600212-R10              14.0         14.0          0.0
G0903W20472-11     793753       13 31-600212-R13              14.0         14.0          0.0
G0903W20472-11     793752       15 31-600212-R15              14.0         13.0          1.0
G0903W20472-11     793751       20 31-600212-R20              13.0         13.0          0.0
