
工单号             工单标志   工序 项目号                   订购数       合格数       报废数
G0903W10053-85     770154        5 32-4872-76-01-R05          14.0         14.0          0.0
G0903W10053-85     770153        5 32-4872-76-01-R10          14.0          0.0          0.0
G0903W10053-85     770153       10 32-4872-76-01-R10          14.0          0.0          0.0
G0903W10053-85     770152       25 32-4872-76-01-R15          14.0          0.0          0.0
G0903W10053-85     770151       30 32-4872-76-01-R20          14.0          0.0          0.0
G0903W10053-85     770150       35 32-4872-76-01              14.0          0.0          0.0
G0903W10053-85     770150       40 32-4872-76-01              14.0          0.0          0.0
G0903W10053-86     770161        5 32-4872-76-01-R05          14.0         14.0          0.0
G0903W10053-86     770160        5 32-4872-76-01-R10          14.0          0.0          0.0
G0903W10053-86     770160       10 32-4872-76-01-R10          14.0          0.0          0.0
G0903W10053-86     770159       25 32-4872-76-01-R15          14.0          0.0          0.0
G0903W10053-86     770158       30 32-4872-76-01-R20          14.0          0.0          0.0
G0903W10053-86     770157       35 32-4872-76-01              14.0          0.0          0.0
G0903W10053-86     770157       40 32-4872-76-01              14.0          0.0          0.0
G0903W10053-87     770166        5 32-4872-76-01-R05          14.0         14.0          0.0
G0903W10053-87     770165        5 32-4872-76-01-R10          14.0          0.0          0.0
G0903W10053-87     770165       10 32-4872-76-01-R10          14.0          0.0          0.0
G0903W10053-87     770164       25 32-4872-76-01-R15          14.0          0.0          0.0
G0903W10053-87     770163       30 32-4872-76-01-R20          14.0          0.0          0.0
G0903W10053-87     770162       35 32-4872-76-01              14.0          0.0          0.0
G0903W10053-87     770162       40 32-4872-76-01              14.0          0.0          0.0
G0903W10053-88     770174        5 32-4872-76-01-R05          14.0         14.0          0.0
G0903W10053-88     770173        5 32-4872-76-01-R10          14.0         14.0          0.0
G0903W10053-88     770173       10 32-4872-76-01-R10          14.0         14.0          0.0
G0903W10053-88     770172       25 32-4872-76-01-R15          14.0         11.0          0.0
G0903W10053-88     770171       30 32-4872-76-01-R20          14.0          0.0          0.0
G0903W10053-88     770170       35 32-4872-76-01              14.0          0.0          0.0
G0903W10053-88     770170       40 32-4872-76-01              14.0          0.0          0.0
G0903W10054-31     773530        5 RD-4562-40-07-R05          12.0         12.0          0.0
G0903W10054-31     773530       10 RD-4562-40-07-R05          12.0         12.0          0.0
G0903W10054-31     773529       15 RD-4562-40-07-R10          12.0         12.0          0.0
G0903W10054-31     773528       16 RD-4562-40-07-R12          12.0         12.0          0.0
G0903W10054-31     773527       20 RD-4562-40-07-R15          12.0         12.0          0.0
G0903W10054-31     773526       25 RD-4562-40-07-R20          12.0         11.0          1.0
G0903W10054-31     773525       35 RD-4562-40-07              11.0         11.0          0.0
G0903W10054-31     773525       40 RD-4562-40-07              11.0         11.0          0.0
G0903W10054-31     773525       45 RD-4562-40-07              11.0         11.0          0.0
G0903W10054-31     773525       50 RD-4562-40-07              11.0         11.0          0.0
G0903W10054-31     773525       55 RD-4562-40-07              11.0         11.0          0.0
G0903W10054-31     773525       60 RD-4562-40-07              11.0          0.0          0.0
G0903W10054-31     773525       65 RD-4562-40-07              11.0          0.0          0.0
G0903W10054-31     773525       75 RD-4562-40-07              11.0          0.0          0.0
G0903W10054-32     773536        5 RD-4562-40-07-R05          12.0         12.0          0.0
G0903W10054-32     773536       10 RD-4562-40-07-R05          12.0         12.0          0.0
G0903W10054-32     773535       15 RD-4562-40-07-R10          12.0         12.0          0.0
G0903W10054-32     773534       16 RD-4562-40-07-R12          12.0         12.0          0.0
G0903W10054-32     773533       20 RD-4562-40-07-R15          12.0          9.0          0.0
G0903W10054-32     773532       25 RD-4562-40-07-R20          12.0          0.0          0.0
G0903W10054-32     773531       35 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-32     773531       40 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-32     773531       45 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-32     773531       50 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-32     773531       55 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-32     773531       60 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-32     773531       65 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-32     773531       75 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-33     773542        5 RD-4562-40-07-R05          12.0         12.0          0.0
G0903W10054-33     773542       10 RD-4562-40-07-R05          12.0          0.0          0.0
G0903W10054-33     773541       15 RD-4562-40-07-R10          12.0          0.0          0.0
G0903W10054-33     773540       16 RD-4562-40-07-R12          12.0          0.0          0.0
G0903W10054-33     773539       20 RD-4562-40-07-R15          12.0          0.0          0.0
G0903W10054-33     773538       25 RD-4562-40-07-R20          12.0          0.0          0.0
G0903W10054-33     773537       35 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-33     773537       40 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-33     773537       45 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-33     773537       50 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-33     773537       55 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-33     773537       60 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-33     773537       65 RD-4562-40-07              12.0          0.0          0.0
G0903W10054-33     773537       75 RD-4562-40-07              12.0          0.0          0.0
G0903W10055-11     773554        5 SP38-100160-2-R05           4.0          4.0          0.0
G0903W10055-11     773553       10 SP38-100160-2-R12           4.0          0.0          0.0
G0903W10055-11     773552       15 SP38-100160-2-R15           4.0          0.0          0.0
G0903W10055-11     773551       20 SP38-100160-2-R20           4.0          0.0          0.0
G0903W10055-11     773550       25 SP38-100160-2-R25           4.0          0.0          0.0
G0903W10055-11     773549       35 SP38-100160-2               4.0          0.0          0.0
G0903W10055-11     773549       40 SP38-100160-2               4.0          0.0          0.0
G0903W10056-11     773560        5 SP38-100160-4-R05           4.0          4.0          0.0
G0903W10056-11     773559       10 SP38-100160-4-R12           4.0          4.0          0.0
G0903W10056-11     773558       15 SP38-100160-4-R15           4.0          4.0          0.0
G0903W10056-11     773557       20 SP38-100160-4-R20           4.0          0.0          0.0
G0903W10056-11     773556       25 SP38-100160-4-R25           4.0          0.0          0.0
G0903W10056-11     773555       35 SP38-100160-4               4.0          0.0          0.0
G0903W10056-11     773555       40 SP38-100160-4               4.0          0.0          0.0
G0903W10057-11     773567        1 SP38-100160-5-R05           4.0          4.0          0.0
G0903W10057-11     773566        3 SP38-100160-5-R07           4.0          4.0          0.0
G0903W10057-11     773565        5 SP38-100160-5-R12           4.0          4.0          0.0
G0903W10057-11     773565       10 SP38-100160-5-R12           4.0          4.0          0.0
G0903W10057-11     773564       10 SP38-100160-5-R15           4.0          3.0          1.0
G0903W10057-11     773563       15 SP38-100160-5-R20           3.0          3.0          0.0
G0903W10057-11     773562       20 SP38-100160-5-R25           3.0          3.0          0.0
