#def REPORTPATH=$/QAD Addons/BI Report/xxpctrrr
#def :end
"年份";"期间";"地点代码";"地点说明";"件号";"件名";"事务类型";"数量";"不计成本数量";"计算成本数量";"标准系统数量";"数量差异"
2009;9;"1000";"宁波提爱思(加工区）";"2.05.01.11.00";"WQ-UK-327-RC/L部位 ";"RCT-TR";80;0;80;80;0
2009;9;"1000";"宁波提爱思(加工区）";"2.05.01.12.00";"WQ-UK-327-RC/R部位 ";"ISS-SO";-80;0;-80;-80;0
2009;9;"1000";"宁波提爱思(加工区）";"2.05.01.12.00";"WQ-UK-327-RC/R部位 ";"ISS-TR";-80;0;-80;-80;0
2009;9;"1000";"宁波提爱思(加工区）";"2.05.01.12.00";"WQ-UK-327-RC/R部位 ";"RCT-TR";80;0;80;80;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.02.00";"WQ-KE-642-FB/L部位 ";"ISS-SO";-55;0;-55;-55;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.02.00";"WQ-KE-642-FB/L部位 ";"ISS-TR";-110;0;-110;-110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.02.00";"WQ-KE-642-FB/L部位 ";"RCT-TR";110;0;110;110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.02.00";"WQ-KE-642-FB/L部位 ";"RCT-WO";55;0;55;55;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.03.00";"WQ-KE-642-FB/R部位 ";"ISS-SO";-60;0;-60;-60;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.03.00";"WQ-KE-642-FB/R部位 ";"ISS-TR";-120;0;-120;-120;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.03.00";"WQ-KE-642-FB/R部位 ";"RCT-TR";120;0;120;120;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.03.00";"WQ-KE-642-FB/R部位 ";"RCT-WO";60;0;60;60;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.05.00";"WQ-KE-642-FC/L部位 ";"ISS-SO";-30;0;-30;-30;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.05.00";"WQ-KE-642-FC/L部位 ";"ISS-TR";-60;0;-60;-60;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.05.00";"WQ-KE-642-FC/L部位 ";"RCT-TR";60;0;60;60;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.05.00";"WQ-KE-642-FC/L部位 ";"RCT-WO";30;0;30;30;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.06.00";"WQ-KE-642-FC/R部位 ";"ISS-SO";-50;0;-50;-50;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.06.00";"WQ-KE-642-FC/R部位 ";"ISS-TR";-100;0;-100;-100;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.06.00";"WQ-KE-642-FC/R部位 ";"RCT-TR";100;0;100;100;0
2009;9;"1000";"宁波提爱思(加工区）";"2.07.02.06.00";"WQ-KE-642-FC/R部位 ";"RCT-WO";50;0;50;50;0
2009;9;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"ISS-SO";-15;0;-15;-15;0
2009;9;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"ISS-TR";-30;0;-30;-30;0
2009;9;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"RCT-TR";30;0;30;30;0
2009;9;"1000";"宁波提爱思(加工区）";"2.08.01.05.00";"WQ-KG-327-FC/L部位 ";"RCT-WO";15;0;15;15;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"ISS-SO";-1110;0;-1110;-1110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"ISS-TR";-1500;0;-1500;-1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"RCT-TR";1500;0;1500;1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.02.00";"2RW-690色FB/L部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"ISS-SO";-1110;0;-1110;-1110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"ISS-TR";-1500;0;-1500;-1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"RCT-TR";1500;0;1500;1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.03.00";"2RW-690色FB/R部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"ISS-SO";-1110;0;-1110;-1110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"ISS-TR";-1500;0;-1500;-1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"RCT-TR";1500;0;1500;1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.05.00";"2RW-690色FC/L部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"ISS-SO";-1110;0;-1110;-1110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"ISS-TR";-1500;0;-1500;-1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"RCT-TR";1500;0;1500;1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.06.00";"2RW-690色FC/R部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"ISS-SO";-1110;0;-1110;-1110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"ISS-TR";-1500;0;-1500;-1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"RCT-TR";1500;0;1500;1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"RCT-UNP";12;0;12;12;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.08.00";"2RW-690色RB/L部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"ISS-SO";-1110;0;-1110;-1110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"ISS-TR";-1530;0;-1530;-1530;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"RCT-TR";1530;0;1530;1530;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"RCT-UNP";12;0;12;12;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.09.00";"2RW-690色RB/R部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"ISS-SO";-1110;0;-1110;-1110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"ISS-TR";-1500;0;-1500;-1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"RCT-TR";1500;0;1500;1500;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.11.00";"2RW-690色RC/L部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"ISS-SO";-1110;0;-1110;-1110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"ISS-TR";-1530;0;-1530;-1530;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"RCT-TR";1530;0;1530;1530;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.12.00";"2RW-690色RC/R部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.13.00";"2RW-690色FBC-L部位 ";"ISS-SO";-690;0;-690;-690;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.13.00";"2RW-690色FBC-L部位 ";"ISS-TR";-1080;0;-1080;-1080;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.13.00";"2RW-690色FBC-L部位 ";"RCT-TR";1080;0;1080;1080;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.13.00";"2RW-690色FBC-L部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"ISS-SO";-1110;0;-1110;-1110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"ISS-TR";-1530;0;-1530;-1530;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"RCT-TR";1530;0;1530;1530;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.14.00";"2RW-690色RBS/L部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"ISS-SO";-1110;0;-1110;-1110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"ISS-TR";-1530;0;-1530;-1530;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"RCT-TR";1530;0;1530;1530;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.15.00";"2RW-690色RBS/R部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"ISS-SO";-1530;0;-1530;-1530;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"ISS-TR";-1920;0;-1920;-1920;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"RCT-TR";1920;0;1920;1920;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.16.00";"2RW-690色FBC-R部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色RAR的部位 ";"ISS-SO";-1110;0;-1110;-1110;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色RAR的部位 ";"ISS-TR";-1530;0;-1530;-1530;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色RAR的部位 ";"RCT-TR";1530;0;1530;1530;0
2009;9;"1000";"宁波提爱思(加工区）";"2.14.12.17.00";"2RW-690色RAR的部位 ";"RCT-WO";366;0;366;366;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.02.00";"2WL-E5-FBL.327 81521-SWW7-E510-M1-0003";"ISS-SO";-99;0;-99;-99;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.02.00";"2WL-E5-FBL.327 81521-SWW7-E510-M1-0003";"ISS-TR";-323;0;-323;-323;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.02.00";"2WL-E5-FBL.327 81521-SWW7-E510-M1-0003";"RCT-TR";323;0;323;323;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.02.00";"2WL-E5-FBL.327 81521-SWW7-E510-M1-0003";"RCT-WO";224;0;224;224;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.03.00";"2WL-E5-FBR.327 81121-SWW7-E510-M1-0003";"ISS-SO";-99;0;-99;-99;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.03.00";"2WL-E5-FBR.327 81121-SWW7-E510-M1-0003";"ISS-TR";-323;0;-323;-323;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.03.00";"2WL-E5-FBR.327 81121-SWW7-E510-M1-0003";"RCT-TR";323;0;323;323;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.03.00";"2WL-E5-FBR.327 81121-SWW7-E510-M1-0003";"RCT-WO";224;0;224;224;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.05.00";"2WL-E5-FCL.327 81531-SWW7-E510-M1-0003";"ISS-SO";-99;0;-99;-99;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.05.00";"2WL-E5-FCL.327 81531-SWW7-E510-M1-0003";"ISS-TR";-323;0;-323;-323;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.05.00";"2WL-E5-FCL.327 81531-SWW7-E510-M1-0003";"RCT-TR";323;0;323;323;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.05.00";"2WL-E5-FCL.327 81531-SWW7-E510-M1-0003";"RCT-WO";224;0;224;224;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.06.00";"2WL-E5-FCR.327 81131-SWW7-E510-M1-0003";"ISS-SO";-99;0;-99;-99;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.06.00";"2WL-E5-FCR.327 81131-SWW7-E510-M1-0003";"ISS-TR";-323;0;-323;-323;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.06.00";"2WL-E5-FCR.327 81131-SWW7-E510-M1-0003";"RCT-TR";323;0;323;323;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.06.00";"2WL-E5-FCR.327 81131-SWW7-E510-M1-0003";"RCT-WO";224;0;224;224;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.08.00T";"2WL-E2-RBL.327 82521-SWW7-E210-M1-0002";"ISS-SO";-199;0;-199;-199;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.08.00T";"2WL-E2-RBL.327 82521-SWW7-E210-M1-0002";"ISS-TR";-649;0;-649;-649;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.08.00T";"2WL-E2-RBL.327 82521-SWW7-E210-M1-0002";"RCT-TR";649;0;649;649;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.08.00T";"2WL-E2-RBL.327 82521-SWW7-E210-M1-0002";"RCT-WO";452;0;452;452;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.09.00T";"2WL-E2-RBR.327 82121-SWW7-E210-M1-0002";"ISS-SO";-199;0;-199;-199;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.09.00T";"2WL-E2-RBR.327 82121-SWW7-E210-M1-0002";"ISS-TR";-649;0;-649;-649;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.09.00T";"2WL-E2-RBR.327 82121-SWW7-E210-M1-0002";"RCT-TR";649;0;649;649;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.09.00T";"2WL-E2-RBR.327 82121-SWW7-E210-M1-0002";"RCT-WO";452;0;452;452;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.11.00T";"2WL-E2-RCL.327 82531-SWW7-E210-M1-0003";"ISS-SO";-197;0;-197;-197;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.11.00T";"2WL-E2-RCL.327 82531-SWW7-E210-M1-0003";"ISS-TR";-645;0;-645;-645;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.11.00T";"2WL-E2-RCL.327 82531-SWW7-E210-M1-0003";"RCT-TR";645;0;645;645;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.11.00T";"2WL-E2-RCL.327 82531-SWW7-E210-M1-0003";"RCT-WO";450;0;450;450;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.12.00T";"2WL-E2-RCR.327 82131-SWW7-E210-M1-0002";"ISS-SO";-197;0;-197;-197;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.12.00T";"2WL-E2-RCR.327 82131-SWW7-E210-M1-0002";"ISS-TR";-645;0;-645;-645;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.12.00T";"2WL-E2-RCR.327 82131-SWW7-E210-M1-0002";"RCT-TR";645;0;645;645;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.12.00T";"2WL-E2-RCR.327 82131-SWW7-E210-M1-0002";"RCT-WO";450;0;450;450;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.17.00T";"2WL-E2-RAR.327 82181-SWW7-E210-M1-0001";"ISS-SO";-196;0;-196;-196;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.17.00T";"2WL-E2-RAR.327 82181-SWW7-E210-M1-0001";"ISS-TR";-641;0;-641;-641;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.17.00T";"2WL-E2-RAR.327 82181-SWW7-E210-M1-0001";"RCT-TR";641;0;641;641;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.17.00T";"2WL-E2-RAR.327 82181-SWW7-E210-M1-0001";"RCT-WO";448;0;448;448;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.21.00T";"2WL-E2-CTR.327 82171-SWW7-E210-M1-0000";"ISS-SO";-196;0;-196;-196;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.21.00T";"2WL-E2-CTR.327 82171-SWW7-E210-M1-0000";"ISS-TR";-588;0;-588;-588;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.21.00T";"2WL-E2-CTR.327 82171-SWW7-E210-M1-0000";"RCT-TR";588;0;588;588;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.01.21.00T";"2WL-E2-CTR.327 82171-SWW7-E210-M1-0000";"RCT-WO";448;0;448;448;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.02.00";"2WL-E5-FBL.642 ";"ISS-SO";-174;0;-174;-174;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.02.00";"2WL-E5-FBL.642 ";"ISS-TR";-552;0;-552;-552;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.02.00";"2WL-E5-FBL.642 ";"RCT-TR";552;0;552;552;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.02.00";"2WL-E5-FBL.642 ";"RCT-WO";394;0;394;394;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.03.00";"2WL-E5-FBR.642 ";"ISS-SO";-174;0;-174;-174;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.03.00";"2WL-E5-FBR.642 ";"ISS-TR";-552;0;-552;-552;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.03.00";"2WL-E5-FBR.642 ";"RCT-TR";552;0;552;552;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.03.00";"2WL-E5-FBR.642 ";"RCT-WO";394;0;394;394;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.05.00";"2WL-E5-FCL.642 ";"ISS-SO";-174;0;-174;-174;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.05.00";"2WL-E5-FCL.642 ";"ISS-TR";-552;0;-552;-552;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.05.00";"2WL-E5-FCL.642 ";"RCT-TR";552;0;552;552;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.05.00";"2WL-E5-FCL.642 ";"RCT-WO";394;0;394;394;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.06.00";"2WL-E5-FCR.642 ";"ISS-SO";-174;0;-174;-174;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.06.00";"2WL-E5-FCR.642 ";"ISS-TR";-552;0;-552;-552;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.06.00";"2WL-E5-FCR.642 ";"RCT-TR";552;0;552;552;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.06.00";"2WL-E5-FCR.642 ";"RCT-WO";394;0;394;394;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.08.00T";"2WL-E2-RBL.642 82521-SWW7-E210-M1-0002";"ISS-SO";-333;0;-333;-333;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.08.00T";"2WL-E2-RBL.642 82521-SWW7-E210-M1-0002";"ISS-TR";-1059;0;-1059;-1059;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.08.00T";"2WL-E2-RBL.642 82521-SWW7-E210-M1-0002";"RCT-TR";1059;0;1059;1059;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.08.00T";"2WL-E2-RBL.642 82521-SWW7-E210-M1-0002";"RCT-WO";803;0;803;803;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.09.00T";"2WL-E2-RBR.642 82121-SWW7-E210-M1-0002";"ISS-SO";-333;0;-333;-333;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.09.00T";"2WL-E2-RBR.642 82121-SWW7-E210-M1-0002";"ISS-TR";-1095;0;-1095;-1095;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.09.00T";"2WL-E2-RBR.642 82121-SWW7-E210-M1-0002";"RCT-TR";1095;0;1095;1095;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.09.00T";"2WL-E2-RBR.642 82121-SWW7-E210-M1-0002";"RCT-WO";803;0;803;803;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.11.00T";"2WL-E2-RCL.642 82531-SWW7-E210-M1-0003";"ISS-SO";-333;0;-333;-333;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.11.00T";"2WL-E2-RCL.642 82531-SWW7-E210-M1-0003";"ISS-TR";-1077;0;-1077;-1077;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.11.00T";"2WL-E2-RCL.642 82531-SWW7-E210-M1-0003";"RCT-TR";1077;0;1077;1077;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.11.00T";"2WL-E2-RCL.642 82531-SWW7-E210-M1-0003";"RCT-WO";803;0;803;803;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.12.00T";"2WL-E2-RCR.642 82131-SWW7-E210-M1-0002";"ISS-SO";-333;0;-333;-333;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.12.00T";"2WL-E2-RCR.642 82131-SWW7-E210-M1-0002";"ISS-TR";-1077;0;-1077;-1077;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.12.00T";"2WL-E2-RCR.642 82131-SWW7-E210-M1-0002";"RCT-TR";1077;0;1077;1077;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.12.00T";"2WL-E2-RCR.642 82131-SWW7-E210-M1-0002";"RCT-WO";803;0;803;803;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.17.00T";"2WL-E2-RAR.642 82181-SWW7-E210-M1-0001";"ISS-SO";-333;0;-333;-333;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.17.00T";"2WL-E2-RAR.642 82181-SWW7-E210-M1-0001";"ISS-TR";-1077;0;-1077;-1077;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.17.00T";"2WL-E2-RAR.642 82181-SWW7-E210-M1-0001";"RCT-TR";1077;0;1077;1077;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.17.00T";"2WL-E2-RAR.642 82181-SWW7-E210-M1-0001";"RCT-WO";803;0;803;803;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.21.00T";"2WL-E2-CTR.642 82171-SWW7-E210-M1-0000";"ISS-SO";-333;0;-333;-333;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.21.00T";"2WL-E2-CTR.642 82171-SWW7-E210-M1-0000";"ISS-TR";-999;0;-999;-999;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.21.00T";"2WL-E2-CTR.642 82171-SWW7-E210-M1-0000";"RCT-TR";999;0;999;999;0
2009;9;"1000";"宁波提爱思(加工区）";"2.16.02.21.00T";"2WL-E2-CTR.642 82171-SWW7-E210-M1-0000";"RCT-WO";803;0;803;803;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.02.00";"2WL-G5-FBL.327 81521-SWW7-G510-M1-0003";"ISS-SO";-98;0;-98;-98;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.02.00";"2WL-G5-FBL.327 81521-SWW7-G510-M1-0003";"ISS-TR";-321;0;-321;-321;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.02.00";"2WL-G5-FBL.327 81521-SWW7-G510-M1-0003";"RCT-TR";321;0;321;321;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.02.00";"2WL-G5-FBL.327 81521-SWW7-G510-M1-0003";"RCT-WO";225;0;225;225;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.03.00";"2WL-G5-FBR.327 81121-SWW7-G510-M1-0003";"ISS-SO";-98;0;-98;-98;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.03.00";"2WL-G5-FBR.327 81121-SWW7-G510-M1-0003";"ISS-TR";-321;0;-321;-321;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.03.00";"2WL-G5-FBR.327 81121-SWW7-G510-M1-0003";"RCT-TR";321;0;321;321;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.03.00";"2WL-G5-FBR.327 81121-SWW7-G510-M1-0003";"RCT-WO";225;0;225;225;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.05.00";"2WL-G5-FCL.327 81531-SWW7-G510-M1-0003";"ISS-SO";-98;0;-98;-98;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.05.00";"2WL-G5-FCL.327 81531-SWW7-G510-M1-0003";"ISS-TR";-321;0;-321;-321;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.05.00";"2WL-G5-FCL.327 81531-SWW7-G510-M1-0003";"RCT-TR";321;0;321;321;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.05.00";"2WL-G5-FCL.327 81531-SWW7-G510-M1-0003";"RCT-WO";225;0;225;225;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.06.00";"2WL-G5-FCR.327 81131-SWW7-G510-M1-0003";"ISS-SO";-98;0;-98;-98;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.06.00";"2WL-G5-FCR.327 81131-SWW7-G510-M1-0003";"ISS-TR";-321;0;-321;-321;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.06.00";"2WL-G5-FCR.327 81131-SWW7-G510-M1-0003";"RCT-TR";321;0;321;321;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.01.06.00";"2WL-G5-FCR.327 81131-SWW7-G510-M1-0003";"RCT-WO";225;0;225;225;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.02.02.00";"2WL-G5-FBL.642 81521-SWW7-G510-M1-0003";"ISS-SO";-159;0;-159;-159;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.02.02.00";"2WL-G5-FBL.642 81521-SWW7-G510-M1-0003";"ISS-TR";-525;0;-525;-525;0
2009;9;"1000";"宁波提爱思(加工区）";"2.17.02.02.00";"2WL-G5-FBL.642 81521-SWW7-G510-M1-0003";"RCT-TR";525;0;525;525;0
