#def REPORTPATH=$/QAD Addons/BI Report/xxpctrrr
#def :end
"年份";"期间";"地点代码";"地点说明";"件号";"件名";"事务类型";"数量";"不计成本数量";"计算成本数量";"标准系统数量";"数量差异"
2009;9;"1000";"宁波提爱思(加工区）";"8.01.15.19";"YW1_PP 70mm 85181-50JS0-000-AA00";"RCT-PO";1200;0;1200;1200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.15.19";"YW1_PP 70mm 85181-50JS0-000-AA00";"RCT-TR";1200;0;1200;1200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.15.20";"YW1_PP 500mm 85181-59L40-000-AA00";"ISS-TR";-200;0;-200;-200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.15.20";"YW1_PP 500mm 85181-59L40-000-AA00";"RCT-PO";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.15.20";"YW1_PP 500mm 85181-59L40-000-AA00";"RCT-TR";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.15.21";"YW1_PP 330mm 85181-50JP0-000-AA00";"ISS-TR";-400;0;-400;-400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.15.21";"YW1_PP 330mm 85181-50JP0-000-AA00";"RCT-PO";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.15.21";"YW1_PP 330mm 85181-50JP0-000-AA00";"RCT-TR";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.15.22";"YW1_PP 305mm 85181-59L20-000-AA00";"ISS-TR";-200;0;-200;-200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.15.22";"YW1_PP 305mm 85181-59L20-000-AA00";"RCT-PO";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.15.22";"YW1_PP 305mm 85181-59L20-000-AA00";"RCT-TR";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.01";"YW1_PLATE A120×60 87389-57L00-000-AA00";"ISS-TR";-400;0;-400;-400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.01";"YW1_PLATE A120×60 87389-57L00-000-AA00";"RCT-PO";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.01";"YW1_PLATE A120×60 87389-57L00-000-AA00";"RCT-TR";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.02";"YW1_PLATE B15×112.2 87387-57L00-000-AA00";"ISS-TR";-800;0;-800;-800;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.02";"YW1_PLATE B15×112.2 87387-57L00-000-AA00";"RCT-PO";800;0;800;800;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.02";"YW1_PLATE B15×112.2 87387-57L00-000-AA00";"RCT-TR";800;0;800;800;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.03";"YW1_PLATE 160×7.5 85184-51K40-000-AA00";"ISS-TR";-200;0;-200;-200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.03";"YW1_PLATE 160×7.5 85184-51K40-000-AA00";"RCT-PO";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.03";"YW1_PLATE 160×7.5 85184-51K40-000-AA00";"RCT-TR";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.04";"YW1商标 54X50,黑色 85188-57L00-PH7-AA00";"ISS-TR";-300;0;-300;-300;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.04";"YW1商标 54X50,黑色 85188-57L00-PH7-AA00";"RCT-PO";300;0;300;300;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.04";"YW1商标 54X50,黑色 85188-57L00-PH7-AA00";"RCT-TR";300;0;300;300;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.05";"YW1_PLATE A 1×87×77 87181-57L10-000-AA00";"ISS-TR";-200;0;-200;-200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.05";"YW1_PLATE A 1×87×77 87181-57L10-000-AA00";"RCT-PO";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.05";"YW1_PLATE A 1×87×77 87181-57L10-000-AA00";"RCT-TR";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.06";"YW1_PLATE B 1×57×77 87181-57L00-000-AA00";"ISS-TR";-200;0;-200;-200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.06";"YW1_PLATE B 1×57×77 87181-57L00-000-AA00";"RCT-PO";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.06";"YW1_PLATE B 1×57×77 87181-57L00-000-AA00";"RCT-TR";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.07";"YW1_PLATE C 1×50×65 87181-57L20-000-AA00";"ISS-TR";-200;0;-200;-200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.07";"YW1_PLATE C 1×50×65 87181-57L20-000-AA00";"RCT-PO";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.07";"YW1_PLATE C 1×50×65 87181-57L20-000-AA00";"RCT-TR";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.08";"YW1_PLATE D 1×20×65 87181-57L30-000-AA00";"ISS-TR";-200;0;-200;-200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.08";"YW1_PLATE D 1×20×65 87181-57L30-000-AA00";"RCT-PO";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.08";"YW1_PLATE D 1×20×65 87181-57L30-000-AA00";"RCT-TR";200;0;200;200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.09";"YW1_PLATE 35×35×t1 85185-60L00-000-AA01";"ISS-TR";-1200;0;-1200;-1200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.09";"YW1_PLATE 35×35×t1 85185-60L00-000-AA01";"RCT-PO";1200;0;1200;1200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.09";"YW1_PLATE 35×35×t1 85185-60L00-000-AA01";"RCT-TR";1200;0;1200;1200;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.10";"YW1商标 54*50,驼色 85188-57L00-PH8-AA00";"ISS-TR";-100;0;-100;-100;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.10";"YW1商标 54*50,驼色 85188-57L00-PH8-AA00";"RCT-PO";100;0;100;100;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.16.10";"YW1商标 54*50,驼色 85188-57L00-PH8-AA00";"RCT-TR";100;0;100;100;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.17.04";"YW1_WIRE 2.6×840 85183-55G20-000-AA00";"ISS-PRV";-400;0;-400;-400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.17.04";"YW1_WIRE 2.6×840 85183-55G20-000-AA00";"ISS-TR";-800;0;-800;-800;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.17.04";"YW1_WIRE 2.6×840 85183-55G20-000-AA00";"RCT-PO";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.17.04";"YW1_WIRE 2.6×840 85183-55G20-000-AA00";"RCT-TR";800;0;800;800;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.17.14";"YW1_WIRE 30×200 85182-55GS0-000-AB00";"ISS-TR";-400;0;-400;-400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.17.14";"YW1_WIRE 30×200 85182-55GS0-000-AB00";"RCT-PO";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.17.14";"YW1_WIRE 30×200 85182-55GS0-000-AB00";"RCT-TR";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.17.15";"YW1_WIRE  30×230 85182-55GU0-000-AA01";"ISS-TR";-400;0;-400;-400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.17.15";"YW1_WIRE  30×230 85182-55GU0-000-AA01";"RCT-PO";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.17.15";"YW1_WIRE  30×230 85182-55GU0-000-AA01";"RCT-TR";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.18.01";"YW1_RIKIFU01-A,大 85380-57L10-000-AA03";"ISS-TR";-400;0;-400;-400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.18.01";"YW1_RIKIFU01-A,大 85380-57L10-000-AA03";"RCT-PO";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.18.01";"YW1_RIKIFU01-A,大 85380-57L10-000-AA03";"RCT-TR";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.18.02";"YW1_RIKIFU01-A,小 85380-57L10-000-AB01";"ISS-TR";-400;0;-400;-400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.18.02";"YW1_RIKIFU01-A,小 85380-57L10-000-AB01";"RCT-PO";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.18.02";"YW1_RIKIFU01-A,小 85380-57L10-000-AB01";"RCT-TR";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.19.01";"YW1_AIRBAG,OUTER 85384-57L00-000-AA00";"ISS-TR";-50;0;-50;-50;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.19.01";"YW1_AIRBAG,OUTER 85384-57L00-000-AA00";"RCT-PO";50;0;50;50;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.19.01";"YW1_AIRBAG,OUTER 85384-57L00-000-AA00";"RCT-TR";50;0;50;50;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.19.02";"YW1_AIRBAG,INNER 85383-57L00-000-AA00";"ISS-TR";-400;0;-400;-400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.19.02";"YW1_AIRBAG,INNER 85383-57L00-000-AA00";"RCT-PO";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.19.02";"YW1_AIRBAG,INNER 85383-57L00-000-AA00";"RCT-TR";400;0;400;400;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.01";"YW1,#5线（1000M）黄色 Z45001-00823-1000";"ISS-TR";-5;0;-5;-5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.01";"YW1,#5线（1000M）黄色 Z45001-00823-1000";"RCT-PO";5;0;5;5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.01";"YW1,#5线（1000M）黄色 Z45001-00823-1000";"RCT-TR";5;0;5;5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.02";"YW1,#5线（1000M）黑色 Z45001-BLACK-1000";"ISS-TR";-10;0;-10;-10;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.02";"YW1,#5线（1000M）黑色 Z45001-BLACK-1000";"RCT-PO";10;0;10;10;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.02";"YW1,#5线（1000M）黑色 Z45001-BLACK-1000";"RCT-TR";10;0;10;10;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.03";"YW1,#8线（1000M）黄色 Z45002-00823-2000";"ISS-TR";-20;0;-20;-20;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.03";"YW1,#8线（1000M）黄色 Z45002-00823-2000";"RCT-PO";20;0;20;20;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.03";"YW1,#8线（1000M）黄色 Z45002-00823-2000";"RCT-TR";20;0;20;20;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.04";"YW1,#8线（1000M）黄色 Z45002-BLACK-2000";"ISS-TR";-50;0;-50;-50;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.04";"YW1,#8线（1000M）黄色 Z45002-BLACK-2000";"RCT-PO";50;0;50;50;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.04";"YW1,#8线（1000M）黄色 Z45002-BLACK-2000";"RCT-TR";50;0;50;50;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.05";"YW1,#20线（1000M）黄色 Z45003-00823-1400";"ISS-TR";-5;0;-5;-5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.05";"YW1,#20线（1000M）黄色 Z45003-00823-1400";"RCT-PO";5;0;5;5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.05";"YW1,#20线（1000M）黄色 Z45003-00823-1400";"RCT-TR";5;0;5;5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.06";"YW1,#20线（1000M）黑色 Z45003-BLACK-1400";"ISS-TR";-5;0;-5;-5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.06";"YW1,#20线（1000M）黑色 Z45003-BLACK-1400";"RCT-PO";5;0;5;5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.25.06";"YW1,#20线（1000M）黑色 Z45003-BLACK-1400";"RCT-TR";5;0;5;5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.29.01";"YW1-绒布单体 黑色 ";"ISS-TR";-14;0;-14;-14;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.29.01";"YW1-绒布单体 黑色 ";"RCT-TR";14;0;14;14;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.29.02";"YW1-绒布 1.3tNW10 黑色 ";"ISS-TR";-35.28;0;-35.28;-35.28;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.29.02";"YW1-绒布 1.3tNW10 黑色 ";"RCT-PO";20;0;20;20;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.29.02";"YW1-绒布 1.3tNW10 黑色 ";"RCT-TR";35.28;0;35.28;35.28;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.29.03";"YW1-绒布1.3t NW10 灰色 ";"RCT-PO";69;0;69;69;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.99.01";"YW1-白纱布(不用） ";"ISS-PRV";-108.4;0;-108.4;-108.4;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.99.01";"YW1-白纱布(不用） ";"RCT-PO";108.4;0;108.4;108.4;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.99.02";"YW1不织布（不用） ";"ISS-PRV";-500;0;-500;-500;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.99.02";"YW1不织布（不用） ";"ISS-TR";-1000;0;-1000;-1000;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.99.02";"YW1不织布（不用） ";"RCT-PO";500;0;500;500;0
2009;9;"1000";"宁波提爱思(加工区）";"8.01.99.02";"YW1不织布（不用） ";"RCT-TR";1000;0;1000;1000;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.01";"2RS-1号画皮167L ";"ISS-WO";-20541.6;0;-20541.6;-20541.6;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.01";"2RS-1号画皮167L ";"RCT-WO";22623.2;0;22623.2;22623.2;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.01A";"2RS机种1号原皮167色 ";"ISS-TR";-22632.3408;0;-22632.3408;-22632.3408;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.01A";"2RS机种1号原皮167色 ";"ISS-WO";-22623.2;0;-22623.2;-22623.2;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.01A";"2RS机种1号原皮167色 ";"RCT-PO";36114.2;0;36114.2;36114.2;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.01A";"2RS机种1号原皮167色 ";"RCT-TR";22632.3408;0;22632.3408;22632.3408;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"ISS-TR";-3112.6;0;-3112.6;-3112.6;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"ISS-WO";-36691.8;0;-36691.8;-36691.8;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"RCT-TR";3112.6;0;3112.6;3112.6;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.02";"2RS-2号画皮556L ";"RCT-WO";45294.7;0;45294.7;45294.7;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.02A";"2RS机种2号原皮556色 ";"ISS-TR";-46116.1;0;-46116.1;-46116.1;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.02A";"2RS机种2号原皮556色 ";"ISS-WO";-45294.7;0;-45294.7;-45294.7;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.02A";"2RS机种2号原皮556色 ";"RCT-PO";54483.2;0;54483.2;54483.2;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.02A";"2RS机种2号原皮556色 ";"RCT-TR";46116.1;0;46116.1;46116.1;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.01.02A";"2RS机种2号原皮556色 ";"RCT-WO";1312.7;0;1312.7;1312.7;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.02";"2RS-TPU 3T3层556色 ";"ISS-TR";-1473;0;-1473;-1473;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.02";"2RS-TPU 3T3层556色 ";"ISS-WO";-1442;0;-1442;-1442;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.02";"2RS-TPU 3T3层556色 ";"RCT-PO";906.8;0;906.8;906.8;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.02";"2RS-TPU 3T3层556色 ";"RCT-TR";1473;0;1473;1473;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.04";"2RS-TPU 10T 556 ";"ISS-TR";-318.8;0;-318.8;-318.8;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.04";"2RS-TPU 10T 556 ";"ISS-WO";-293.8;0;-293.8;-293.8;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.04";"2RS-TPU 10T 556 ";"RCT-PO";256.8;0;256.8;256.8;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.04";"2RS-TPU 10T 556 ";"RCT-TR";318.8;0;318.8;318.8;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.05";"2RS-TPU(H464),0T,556色 ";"ISS-SO";-2637;0;-2637;-2637;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.05";"2RS-TPU(H464),0T,556色 ";"ISS-TR";-2637;0;-2637;-2637;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.05";"2RS-TPU(H464),0T,556色 ";"RCT-PO";1362;0;1362;1362;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.03.05";"2RS-TPU(H464),0T,556色 ";"RCT-TR";2637;0;2637;2637;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.04.02";"2RS-3TCABRON 556色 ";"ISS-TR";-122;0;-122;-122;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.04.02";"2RS-3TCABRON 556色 ";"ISS-WO";-166;0;-166;-166;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.04.02";"2RS-3TCABRON 556色 ";"RCT-PO";327;0;327;327;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.04.02";"2RS-3TCABRON 556色 ";"RCT-TR";122;0;122;122;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.04.04";"2RS-5TCABRON 556 ";"ISS-TR";-106;0;-106;-106;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.04.04";"2RS-5TCABRON 556 ";"ISS-WO";-106;0;-106;-106;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.04.04";"2RS-5TCABRON 556 ";"RCT-PO";246;0;246;246;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.04.04";"2RS-5TCABRON 556 ";"RCT-TR";106;0;106;106;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.06.01";"2RS-TR364 3T2层 灰色 ";"ISS-TR";-304.5;0;-304.5;-304.5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.06.01";"2RS-TR364 3T2层 灰色 ";"ISS-WO";-356;0;-356;-356;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.06.01";"2RS-TR364 3T2层 灰色 ";"RCT-PO";303.6;0;303.6;303.6;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.06.01";"2RS-TR364 3T2层 灰色 ";"RCT-TR";304.5;0;304.5;304.5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.06.02";"2RS-TR364 5T2层 灰色 ";"ISS-TR";-240.3;0;-240.3;-240.3;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.06.02";"2RS-TR364 5T2层 灰色 ";"ISS-WO";-269.8;0;-269.8;-269.8;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.06.02";"2RS-TR364 5T2层 灰色 ";"RCT-PO";225.5;0;225.5;225.5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.06.02";"2RS-TR364 5T2层 灰色 ";"RCT-TR";240.3;0;240.3;240.3;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.07.02";"2RS-2号TR333 556色 ";"ISS-TR";-229;0;-229;-229;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.07.02";"2RS-2号TR333 556色 ";"ISS-WO";-238;0;-238;-238;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.07.02";"2RS-2号TR333 556色 ";"RCT-PO";137;0;137;137;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.07.02";"2RS-2号TR333 556色 ";"RCT-TR";229;0;229;229;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.01";"2RS-海绵 3T灰色 2RS-1号海绵";"ISS-TR";-492;0;-492;-492;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.01";"2RS-海绵 3T灰色 2RS-1号海绵";"ISS-WO";-567.3;0;-567.3;-567.3;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.01";"2RS-海绵 3T灰色 2RS-1号海绵";"RCT-PO";578;0;578;578;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.01";"2RS-海绵 3T灰色 2RS-1号海绵";"RCT-TR";492;0;492;492;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.02";"2RS海绵5T灰色EL68FNF15D 2RS-2号海绵";"ISS-TR";-644.1;0;-644.1;-644.1;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.02";"2RS海绵5T灰色EL68FNF15D 2RS-2号海绵";"ISS-WO";-702.1;0;-702.1;-702.1;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.02";"2RS海绵5T灰色EL68FNF15D 2RS-2号海绵";"RCT-PO";912;0;912;912;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.02";"2RS海绵5T灰色EL68FNF15D 2RS-2号海绵";"RCT-TR";644.1;0;644.1;644.1;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.03";"2RS海绵5T灰色EL68FNF40 2RS-3号海绵";"ISS-TR";-773.9;0;-773.9;-773.9;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.03";"2RS海绵5T灰色EL68FNF40 2RS-3号海绵";"ISS-WO";-821.9;0;-821.9;-821.9;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.03";"2RS海绵5T灰色EL68FNF40 2RS-3号海绵";"RCT-PO";1431.5;0;1431.5;1431.5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.03";"2RS海绵5T灰色EL68FNF40 2RS-3号海绵";"RCT-TR";773.9;0;773.9;773.9;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.04";"2RS海绵5T兰色 2RS-4号海绵";"ISS-TR";-468;0;-468;-468;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.04";"2RS海绵5T兰色 2RS-4号海绵";"ISS-WO";-520;0;-520;-520;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.04";"2RS海绵5T兰色 2RS-4号海绵";"RCT-PO";361;0;361;361;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.04";"2RS海绵5T兰色 2RS-4号海绵";"RCT-TR";468;0;468;468;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.05";"2RS海绵8T灰色 2RS-5号海绵";"ISS-TR";-157;0;-157;-157;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.05";"2RS海绵8T灰色 2RS-5号海绵";"ISS-WO";-193.5;0;-193.5;-193.5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.05";"2RS海绵8T灰色 2RS-5号海绵";"RCT-PO";174.5;0;174.5;174.5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.05";"2RS海绵8T灰色 2RS-5号海绵";"RCT-TR";157;0;157;157;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.06";"2RS海绵10T兰色 2RS-6号海绵";"ISS-TR";-815.5;0;-815.5;-815.5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.06";"2RS海绵10T兰色 2RS-6号海绵";"ISS-WO";-888.5;0;-888.5;-888.5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.06";"2RS海绵10T兰色 2RS-6号海绵";"RCT-PO";977;0;977;977;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.08.06";"2RS海绵10T兰色 2RS-6号海绵";"RCT-TR";815.5;0;815.5;815.5;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.02";"2RS NPP200 556色 2RS-2号NPP";"ISS-TR";-442;0;-442;-442;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.02";"2RS NPP200 556色 2RS-2号NPP";"ISS-WO";-429;0;-429;-429;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.02";"2RS NPP200 556色 2RS-2号NPP";"RCT-PO";439;0;439;439;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.02";"2RS NPP200 556色 2RS-2号NPP";"RCT-TR";442;0;442;442;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.04";"2RS NPP350 556色 ";"ISS-TR";-110;0;-110;-110;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.04";"2RS NPP350 556色 ";"ISS-WO";-102;0;-102;-102;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.04";"2RS NPP350 556色 ";"RCT-PO";129;0;129;129;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.04";"2RS NPP350 556色 ";"RCT-TR";110;0;110;110;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.05";"2RS NPP350 557色 2RS-5号NPP";"ISS-TR";-943;0;-943;-943;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.05";"2RS NPP350 557色 2RS-5号NPP";"ISS-WO";-955;0;-955;-955;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.05";"2RS NPP350 557色 2RS-5号NPP";"RCT-PO";857;0;857;857;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.09.05";"2RS NPP350 557色 2RS-5号NPP";"RCT-TR";943;0;943;943;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.13.02";"82121-STK7-A010-40-0000 2RS-拉链,520×40,556色";"ISS-TR";-2330;0;-2330;-2330;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.13.02";"82121-STK7-A010-40-0000 2RS-拉链,520×40,556色";"ISS-WO";-1340;0;-1340;-1340;0
2009;9;"1000";"宁波提爱思(加工区）";"8.02.13.02";"82121-STK7-A010-40-0000 2RS-拉链,520×40,556色";"RCT-PO";2400;0;2400;2400;0
